OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711
186,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT FALIARIVO,28.21892047,28.2354057,27.76796031,26.90243364,25.14021774,23.81527493,22.8008271,23.15507285,24.56889623,26.69114687,28.2412366,28.69458323,28.01891971,27.86872101,27.61851383,27.20243368,25.8056841,23.86355946,22.83536016,22.85507361,24.36889562,27.30727882,28.14123621,29.29458345,28.55345261,28.66755828,28.41851307,27.30243406,24.40568448,22.71527455,22.03535997,22.95507359,24.468896,27.00727958,26.37576851,28.89458343,28.65345299,28.2354057,28.01851345,27.1024333,25.8056841,24.21527455,22.93535958,23.15507285,24.86889562,27.20727844,27.8079211,28.37740048
187,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANTARAMBAKANA,28.14424248,28.18370521,27.72900026,26.85152296,25.05997324,23.74504889,22.7164528,23.08172848,24.51091509,26.65488783,28.21252164,28.65621692,27.94424172,27.82588106,27.56724781,27.15152327,25.72897183,23.79144976,22.74745416,22.78172924,24.31091435,27.27446466,28.11252222,29.25621636,28.47524308,28.61052831,28.36724705,27.25152354,24.3289721,22.64504851,21.94745395,22.88172959,24.41091471,26.97446529,26.34352322,28.8562167,28.57524346,28.18370521,27.96724743,27.05152289,25.72897183,24.14504851,22.84745357,23.08172848,24.81091435,27.17446428,27.7703455,28.33361855
188,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT SAHALALONA,28.42668966,28.41567839,27.91728169,27.07363769,25.29860041,24.00576395,23.02607918,23.37401551,24.75968844,26.82301265,28.35333896,28.83784876,28.2266889,28.04713463,27.76876981,27.37363694,25.96722513,24.05998943,23.0574552,23.07401627,24.55968906,27.44006814,28.2533386,29.43784777,28.75806358,28.85284838,28.56876905,27.47363732,24.56722549,22.90576357,22.2574546,23.17401613,24.65968944,27.1400689,26.48471214,29.03784763,28.85806396,28.41567839,28.16876943,27.27363658,25.96722513,24.40576357,23.15745422,23.37401551,25.05968906,27.34006776,27.92188295,28.52344741
189,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANDRORANGAVOLA,28.53224837,28.51851236,28.04258117,27.20159881,25.40388435,24.14369371,23.19252209,23.53073498,24.88701436,26.89092128,28.40954618,28.91938223,28.3322476,28.15195968,27.88882478,27.50159804,26.07780383,24.20447427,23.21860187,23.23073574,24.68701453,27.51122896,28.30954659,29.51938168,28.85832804,28.95898452,28.68882401,27.60159842,24.67780342,23.04369333,22.41860178,23.33073586,24.78701491,27.211229,26.53562589,29.1193818,28.95832842,28.51851236,28.2888244,27.40159918,26.07780383,24.54369333,23.3186014,23.53073498,25.18701453,27.41122857,27.97609784,28.6062417
190,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT VOHIMENA,28.56160425,28.57904386,28.09937577,27.25778916,25.43184688,24.19430875,23.25758172,23.59341979,24.89851283,26.79190306,28.33546387,28.91000233,28.36160348,28.20707254,27.95102209,27.5577884,26.11202075,24.26678107,23.27740861,23.29342054,24.69851232,27.41222904,28.23546349,29.5100027,28.88142909,29.03119032,28.75102133,27.65778878,24.71201922,23.09430837,22.47740913,23.39342093,24.7985127,27.11222851,26.45529114,29.11000308,28.98142948,28.57904386,28.35102171,27.45778802,26.11202075,24.59430837,23.37740838,23.59341979,25.1985136,27.31222866,27.90743594,28.60230038
191,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT MANARINONY,27.15030883,27.19252774,26.72088437,25.78576525,23.9598354,22.64778402,21.63292076,21.96920428,23.35647101,25.38016358,27.01206786,27.46418201,26.95030807,26.82750429,26.55998694,26.08576523,24.64284345,22.72173525,21.64991402,21.66920504,23.15647035,26.00608381,26.91206759,28.06418105,27.46730162,27.64055883,27.35998618,26.18576561,23.24284202,21.54778363,20.84991469,21.76920542,23.25647074,25.70608418,25.12906078,27.66418216,27.56730201,27.19252774,26.95998707,25.98576554,24.64284345,23.04778363,21.74991415,21.96920428,23.65647066,25.90608343,26.57709138,27.15512649
192,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANDEMAKA NORD,28.17781464,28.16604668,27.72253843,26.83623142,25.0494664,23.76375423,22.76902422,23.114302,24.51368788,26.5973484,28.13989851,28.60738122,27.97781388,27.80677017,27.55898026,27.13623115,25.72335439,23.81975267,22.79513658,22.81430276,24.31368736,27.2201818,28.03989812,29.20738136,28.50392623,28.59921154,28.35897925,27.23623103,24.32335403,22.66375385,21.99513716,22.91430215,24.4136875,26.92018189,26.26600958,28.80738074,28.60392661,28.16604668,27.95897988,27.03623119,25.72335439,24.16375385,22.89513678,23.114302,24.81368736,27.12018142,27.69917362,28.28949123
193,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT TSINJORANO,27.52449417,27.50467873,27.09877396,26.15267372,24.33502769,23.04551697,22.03866196,22.34943962,23.72471428,25.81187439,27.41470528,27.88134384,27.32449341,27.1505127,26.92429543,26.45267296,25.01471519,23.10801697,22.05897331,22.04944038,23.52471542,26.44051933,27.3147049,28.48134232,27.84480476,27.93853378,27.72429276,26.55267334,23.61471367,21.94551659,21.25897408,22.14944077,23.6247139,26.1405201,25.53501701,28.0813427,27.94480515,27.50467873,27.32429504,26.35267448,25.01471519,23.44551659,22.15897369,22.34943962,24.02471542,26.34051895,26.96887207,27.56415558
194,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT SAHASOMANGANA,26.6930647,26.71249947,26.26391145,25.30128265,23.46780914,22.12701897,21.07704447,21.41571202,22.83673936,24.92258493,26.59032076,27.01312445,26.49306393,26.3541745,26.09203528,25.60128204,24.15138679,22.19912158,21.09346686,21.11571242,22.63673914,25.55278519,26.49032038,27.61312384,27.00948669,27.15440168,26.89203444,25.70128242,22.75138606,21.02701859,20.29346719,21.21571239,22.73673945,25.2527851,24.70674295,27.21312438,27.10948707,26.71249947,26.49203525,25.50128288,24.15138679,22.52701859,21.19346681,21.41571202,23.13673914,25.45278481,26.14864559,26.70164928
195,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT MAROFOTSY,27.23462897,27.25393276,26.84581203,25.90248297,24.09694642,22.77063642,21.7004542,22.034308,23.48335295,25.65141232,27.25461802,27.67617507,27.03462821,26.90399411,26.66944312,26.20248318,24.77322544,22.82316121,21.72417574,21.73430873,23.28335296,26.27771931,27.15461801,28.27617523,27.55834906,27.68015018,27.46944236,26.30248281,23.37322433,21.67063604,20.92417555,21.83430911,23.38335261,25.97771927,25.37833841,27.87617561,27.65834944,27.25393276,27.06944274,26.1024828,24.77322544,23.170636,21.82417517,22.034308,23.78335296,26.17771908,26.8045551,27.35242156
