OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,p_2014_01,p_2014_02,p_2014_03,p_2014_04,p_2014_05,p_2014_06,p_2014_07,p_2014_08,p_2014_09,p_2014_10,p_2014_11,p_2014_12,p_2015_01,p_2015_02,p_2015_03,p_2015_04,p_2015_05,p_2015_06,p_2015_07,p_2015_08,p_2015_09,p_2015_10,p_2015_11,p_2015_12,p_2016_01,p_2016_02,p_2016_03,p_2016_04,p_2016_05,p_2016_06,p_2016_07,p_2016_08,p_2016_09,p_2016_10,p_2016_11,p_2016_12,p_2017_01,p_2017_02,p_2017_03,p_2017_04,p_2017_05,p_2017_06,p_2017_07,p_2017_08,p_2017_09,p_2017_10,p_2017_11,p_2017_12
152,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MAROSATROKA,367.6178463,232.5748171,348.8637029,62.43292994,44.01552617,71.41329093,115.014649,46.1654825,28.06165189,22.85110058,227.0540114,235.9708259,356.9996206,348.950554,264.1351807,66.65231484,98.01527598,56.2662998,44.44893159,93.98906881,31.93618873,49.50508438,154.2043365,329.9842114,378.545643,216.8631165,435.2357689,76.1090047,68.20267278,142.4532083,46.17056795,42.26162931,26.36183844,32.29500799,75.08442756,140.5683411,211.731972,277.3137314,413.7984291,158.7378827,43.02267401,77.50987655,158.415852,156.0745666,94.36665871,49.75518456,241.1340836,396.2385456
153,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MAROLANANANA,348.248926,201.8740748,330.6663449,46.63260354,32.10217097,58.20680161,99.15956778,34.54868779,21.83882821,17.28080803,240.0942752,230.0273277,336.8714546,323.1946534,238.9168769,48.82144735,78.92524788,44.65780349,32.90480162,80.35442151,26.05669873,48.08311666,148.1961545,334.304214,359.4723217,184.8322596,418.9124748,57.9775876,53.98282828,123.7820962,34.75013728,32.0072387,20.41234778,27.43758895,61.61960175,122.3424053,182.4809174,242.3306784,396.3611504,140.4480344,32.06944906,64.88621095,138.4647334,137.2503644,84.59044215,48.29443822,256.261354,407.4865225
154,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIMANGA NORD,350.1064464,204.0118081,332.1508408,47.95555224,33.25676182,59.45208168,102.3839122,35.46359866,22.43980742,17.74130392,241.131618,232.0473529,338.8122504,325.2156688,240.7255162,50.15144852,81.00342451,45.79647514,34.3403913,81.75870078,26.69572721,48.66560527,149.2237979,335.7326693,361.2182072,186.767389,419.9514487,59.49903284,55.63068976,125.7814737,36.24887385,32.8694612,20.96900415,27.89832599,62.87531539,124.2246568,184.6360866,244.1336757,397.9742606,142.4021132,33.24024323,66.24243518,142.6909904,139.3391789,85.7374551,48.87724004,257.1567764,408.43613
155,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT VOHITRARIVO,351.6203991,204.2922362,337.2641732,49.41806544,34.85326739,61.69940286,108.1215608,37.16814547,23.36515947,17.64602613,244.5757106,233.7716795,340.4280207,326.4903945,243.935724,51.22924999,84.63037734,47.84658078,36.06131741,86.19099128,27.88558889,49.55928692,149.0288239,336.6026742,362.4270081,186.0050799,425.3183155,61.35288544,58.64404252,130.5056111,38.18722548,34.5848029,21.77555726,27.83479448,62.55459279,123.7272584,184.612791,242.4525926,404.8243591,146.8851395,35.1035252,69.12971836,150.277417,146.8994143,88.65495397,49.76156332,260.4343833,408.424474
156,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT SOANIHERENANA NORD,352.8267133,206.0119045,336.9933364,50.03196479,35.13123954,62.02700578,107.4978814,37.31035535,23.44250762,18.0806742,243.4098248,233.8443824,341.6123822,327.6951043,244.5970957,52.08825193,84.85596419,48.0591268,36.26645069,85.64305253,27.86740307,49.55385265,149.9746267,336.541172,363.7531703,188.1711133,424.9726858,61.980867,58.67867615,130.6916912,38.31971302,34.65465133,21.87949723,28.2661865,63.7384555,125.246737,186.6376206,245.1201169,403.9077226,147.0425061,35.24412556,69.24667414,149.4222935,145.6980458,88.39332142,49.76178469,259.269154,408.390268
157,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBALAVARY,353.0679739,209.8669595,337.8235697,51.73917954,38.09512577,63.24030667,108.945853,37.92461664,24.08264198,19.16144181,241.8369148,234.5886862,342.0415937,329.9325087,247.299103,54.18953077,90.53160373,49.15296474,37.79136526,84.93515702,28.36236043,49.91815382,151.9821586,335.7687769,363.9313999,192.5515271,425.1746229,63.86991189,62.6548274,131.8194454,39.78085491,35.11077001,22.51093466,29.2869589,66.51495327,128.5365716,190.0792794,249.9079394,404.0499698,147.5252175,37.99989917,70.1898876,151.1888162,143.825896,88.73082036,50.13647661,257.4683231,406.6654863
158,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT FASINTSARA ANDAKANA,353.9270847,211.1252856,341.1740233,53.00739522,39.51682625,65.16335526,112.0452566,39.25016457,24.68034039,19.41843887,243.0679274,235.5464414,342.9865389,331.4082457,250.0082791,55.37082807,93.42544829,50.83460526,39.01381638,87.65336778,29.05070947,50.54395567,152.3562821,335.9565897,364.6385592,193.4335256,428.6694318,65.38136003,64.93569849,135.4783841,41.09118663,36.38308513,23.05233095,29.56698068,67.0500922,129.1151316,190.9488757,250.4925866,408.1487231,150.1444118,39.5068336,72.41450268,155.2367998,148.2594374,90.16335818,50.76027869,258.5702558,406.2113753
159,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT NOSIMBOAHANGY,357.7953564,217.6735504,344.5320924,57.05887572,42.78917726,67.73295744,114.8598474,41.72739232,26.50523118,20.43593005,238.1465619,235.7484665,347.0049229,336.7476635,255.144244,59.96918237,99.06731017,53.0903188,41.38840636,90.41011031,30.85929696,50.14407841,152.7912207,333.716307,368.4906203,200.4279367,431.6416254,70.07976675,69.01242495,138.8938812,43.4077247,38.54650978,24.79672919,30.30960019,69.64775825,132.7272272,197.22577,258.270037,411.1157376,155.7440502,42.51900295,74.77053205,158.7471053,151.9922841,94.00219003,50.36815798,253.125147,402.3694592
160,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBALAHERANA,359.7753057,218.5045295,345.1058825,56.85699546,41.92837721,66.99913995,113.554725,41.28412993,26.38006876,20.4372377,238.269798,235.8960433,348.8805399,338.0739279,255.5561223,59.85139624,97.26067486,52.42263116,40.89595218,89.4659714,30.70656745,50.03192816,153.23814,334.3992461,370.6134704,201.3737521,432.6774458,69.85031635,67.6022138,137.493127,42.87092905,38.10554711,24.68979941,30.33214188,69.76936251,132.9401817,198.2900594,259.7262158,411.716256,155.4638856,41.60162331,73.88688615,157.0609658,150.4603065,93.84798626,50.25842839,253.3492173,403.4818368
161,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT ANDRORANGAVOLA NORD,350.6644726,206.1234959,330.1616053,48.90204965,34.80139388,58.78857746,100.7203783,35.1756556,22.80815431,18.52295104,238.5631982,231.978922,339.4288386,325.403058,240.9992843,51.55257252,83.87548527,45.2543075,34.56062146,79.4390839,26.9083924,48.43809593,150.8289164,334.998816,361.8975198,189.765786,417.3179849,60.50378876,57.41798083,123.4074988,36.33261958,32.4670492,21.35942503,28.60399301,65.04251132,126.9006229,187.6868296,247.7030696,394.6885796,141.964681,34.52549685,65.05741916,140.3595333,134.935055,85.93851859,48.66112381,254.5014486,407.4347157
162,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMIRANTY,354.7309514,211.8746686,332.5822835,50.67269229,35.36770526,59.43690673,102.4327221,36.90610149,23.71989825,19.61969847,235.0161722,232.9806001,343.5488734,330.4442464,244.9128693,53.76687315,83.92686149,45.85675915,36.1485134,81.26176878,27.71503661,48.67974315,151.8706155,334.7762374,366.0598119,196.0292059,419.6789392,62.49146907,57.43494963,123.4238395,37.85152948,33.93376888,22.24758722,29.63465349,67.39705307,130.4460772,193.2831892,255.0514813,396.703586,142.7635012,34.85711544,65.33662888,142.5497564,137.3994071,87.42693366,48.9149151,250.6355889,406.4854793
163,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MANDROALINA,353.8067975,211.4328783,333.892257,52.28013429,37.45031622,61.28689179,105.6402374,37.56224236,24.2557621,19.80862816,237.9760808,234.457065,342.7780817,329.6960166,245.8881562,55.2221145,88.4422887,47.51103449,37.31740528,82.69426316,28.36225019,49.4926205,152.7065953,335.5551417,364.8692985,195.0967577,420.4680228,64.42871982,60.88242373,127.0220764,39.12895828,34.617199,22.72261652,29.86846511,67.9820016,130.8797877,192.8099273,253.1893498,398.5125587,146.6265203,37.06077188,67.55598122,146.7222651,139.6935991,88.6580084,49.72340232,253.5231733,406.6212125
164,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MORARANO,356.7852853,215.1911137,339.1466403,54.70028876,39.46425682,64.00402501,109.3143777,39.4392405,25.35391275,20.2634342,237.8786757,235.4244851,345.8340363,333.8762618,250.6555769,57.72164797,92.24058343,49.85237431,39.0889389,85.95745031,29.55242951,49.85452009,153.1912375,335.2351054,367.744873,198.5553498,426.1145621,67.28795439,63.7957842,131.8731945,40.96554512,36.36018621,23.74439957,30.254408,69.14567769,132.3575942,195.858219,256.8377317,404.6025827,151.0856242,39.07864098,70.51894536,151.4992894,144.8299878,91.26863644,50.08507875,253.1804663,405.3365686
165,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMANGA SUD,358.0944667,218.0230096,337.6209506,55.11485908,38.05723129,63.20388654,107.6198012,40.3009114,25.24377444,20.63290229,232.5761274,233.5362605,347.1496106,335.3314155,251.1220144,58.61164581,88.25301249,49.13918534,39.24579082,86.24427896,29.20778706,48.69805358,152.9561133,332.284501,369.2387139,202.2670822,424.2966174,67.6799129,60.76253913,129.3623709,40.97493548,36.99241706,23.68785645,30.38990613,70.26206858,133.7425483,199.0824515,261.5113988,401.9462141,149.4981667,37.39496231,69.15733349,149.2087001,144.9051397,89.97946795,48.93712229,247.6588117,401.8454285
166,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT SAHAMARANA,359.9400784,219.7854022,341.1749088,56.59869948,39.79334077,65.0749711,110.2791895,41.56337574,25.91303494,20.82523942,233.354736,234.1583435,349.0376007,337.4511953,254.0759137,60.08304682,91.80893738,50.75389395,40.39665869,88.63849271,29.9594087,49.01969283,153.2934104,332.1723156,370.9969159,203.7254674,428.1403861,69.4431313,63.43762323,132.8460746,42.18739531,38.18611001,24.30487079,30.55945504,70.80663471,134.2859279,200.6117158,262.8845486,406.1860643,152.5433011,39.16399533,71.26106692,152.6873797,148.7443725,91.63986368,49.25686896,248.322876,401.1502688
167,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MASOAROVANA,359.985648,220.8610491,340.6398936,57.10623995,39.42078819,65.18271654,110.0220022,41.93935675,25.9289083,20.97874442,231.4208272,233.5902906,349.1215076,337.9283803,254.3160176,60.75878671,90.6095545,50.8373172,40.60977609,88.83091753,29.89615375,48.62285061,153.1396149,331.0269514,371.0616381,205.0704356,427.3660201,70.01423519,62.55393471,132.6877745,42.35834625,38.48061522,24.33342014,30.611621,71.26271418,134.881209,201.6432051,264.464445,405.2590859,152.7497718,38.70492466,71.21807048,152.3067716,148.8900799,91.23093003,48.86238278,246.2675971,399.6549009
168,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBILANIBE,365.9521179,225.0341644,351.0036011,59.53614426,44.26897812,69.44519806,116.4090118,44.66212082,27.65464401,21.29277229,234.6256256,235.2084961,355.0787048,344.1574707,262.1161194,62.98572922,101.0590591,54.51226807,43.06767273,94.5260849,31.91579628,49.75669098,153.8868713,331.5418701,376.8913574,208.2551117,439.1434326,72.91207123,70.32256317,140.9763336,44.99475479,41.10562515,25.91713142,30.98782539,71.9615097,135.387146,205.1247711,267.6325989,417.8688049,158.2243805,43.6963768,76.15504456,160.722641,158.2062531,96.19485474,49.99057007,249.3310547,399.2066345
169,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIARA,357.7203874,218.772817,335.8312158,55.08716759,37.87430277,62.85144775,106.251883,40.22422018,25.34013719,20.89172921,230.6582438,232.7687418,346.8259475,335.0700252,250.5580604,58.75865843,87.4517521,48.85067095,39.10557119,85.36048412,29.21982946,48.36600263,153.1365086,330.8904348,368.8919538,203.4200455,421.9857215,67.58956429,60.12666715,128.2097975,40.76497621,36.85731286,23.79593264,30.56532101,70.96108154,134.4423909,200.0852265,262.8649,399.4555534,148.0953718,37.09826081,68.57082104,147.2984255,143.2200117,89.81536306,48.60934662,245.6422168,400.088961
170,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIVOASARY,358.5170765,221.3718278,333.6061215,56.13263548,38.11013256,63.90678341,104.6761695,40.85600611,25.7838306,21.67626587,226.2172631,233.0718202,347.727077,335.8191663,250.6220672,60.19152586,86.99282014,49.71548621,39.36211588,85.02392393,29.51383814,48.22559439,153.025698,330.2293466,369.7231324,206.6967466,418.7718813,68.72924919,59.7420027,129.2673047,40.9052042,37.31305195,24.2431823,31.24391489,72.33305359,137.0096698,203.2678246,266.564625,396.0799529,147.6752575,37.1154445,69.3154646,144.9874204,142.1422477,89.98365968,48.47864919,240.8834661,398.875376
171,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBATOFANOKONANA,360.3874353,225.1487961,339.6965085,59.32365257,41.03593222,67.53420431,109.2179774,43.29976862,26.81379146,22.24339819,226.3981515,233.8168133,349.7367438,340.1434417,255.9433331,63.4356962,92.70186096,52.85183476,41.50041681,89.38506324,30.63364028,49.07888665,153.0981213,329.3208793,371.3835777,209.9728451,425.2096936,72.50385295,64.07515955,135.8476925,43.13514713,39.60459624,25.19590921,31.80820683,73.24915098,138.0406053,205.5456435,269.7543776,403.2283712,153.9396532,40.06415531,73.3270026,150.8857337,149.0271212,92.09525518,49.33056582,240.7692707,396.6982768
172,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIRAFIA,368.5738581,230.4756985,352.4035415,61.06726999,44.2490901,70.66603294,117.6961132,46.18303462,28.0530568,22.23746287,231.5785588,236.5241247,357.8331639,348.8583051,265.1206532,64.82074191,99.4940055,55.68470906,44.60587533,95.71209288,32.14354763,49.99617081,154.3351565,331.4888298,379.4683519,213.960866,439.8817024,74.57541248,69.39370754,142.0165146,46.47758334,42.42180279,26.31521098,31.82539707,73.86889562,138.5676436,209.6677226,273.9551964,418.7866957,158.2093999,43.51812439,77.15465057,162.1708165,159.4519244,95.51864137,50.23723321,245.9170216,398.2586056
173,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT ANTANJONA,375.6116818,242.8895114,362.1390165,67.62644046,47.80625534,76.38506796,125.3083013,50.51194673,30.26920292,23.63752582,227.4941637,236.052887,365.094401,361.4145837,275.8165828,71.98894471,104.5480025,60.73848171,49.44163954,101.143454,34.30238858,50.15666842,155.1027123,326.9440367,386.3672426,226.3237819,449.7493017,82.16866632,73.43604279,150.8044039,51.33033513,46.31917527,28.42461175,32.92664158,77.20794154,142.1093846,218.9405272,287.6130132,429.1556953,167.6993055,46.84091695,82.94181001,171.8984683,167.0757766,99.0484676,50.40320677,241.1420237,390.8900595
174,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT FALIARIVO,373.9377623,239.3635029,360.2448248,65.76529118,47.31458448,74.85865665,124.0373882,49.57460236,29.79353753,23.13270371,229.1987354,236.8743047,363.3699686,358.0191153,273.3429811,69.8729324,104.2193167,59.43738192,48.3630434,100.3070874,33.88380677,50.04520672,154.8663828,328.9415274,384.6863881,222.6404052,447.8469797,80.00990349,73.16287346,148.514094,50.28118813,45.51140366,27.96158689,32.47122103,76.24106152,141.3137647,216.362734,283.3834491,427.337726,165.0427618,46.46179157,81.48118816,170.2976612,166.0823978,98.46256905,50.28739164,243.0191129,393.6638878
175,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMIERA,320.5722744,199.1015266,280.9389677,50.03810242,35.85106801,52.12958779,84.38697113,36.41892783,24.31408115,24.59036942,206.6502131,223.541503,311.39372,290.0151845,217.2893557,54.81352415,78.19549444,40.61051045,34.63549407,69.91359969,26.99934747,46.42985488,152.0778025,312.6764706,330.6781663,189.1884793,351.4274901,60.85630334,53.30761411,101.7896122,35.55067054,32.77605024,22.96558829,33.50096805,77.56256791,141.0332433,192.0626738,242.3085867,331.0562066,120.8722391,34.02961365,55.07527942,116.435772,115.1515826,79.89570142,46.72356378,219.9750066,376.1637983
176,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT MAROMANANA,326.8593189,192.7187314,292.8355644,43.91067017,30.31243498,48.69861049,82.01734443,30.76849405,20.92196298,19.91606214,221.4508678,222.0972606,316.4181609,296.6407542,217.7569176,47.53652432,71.76151166,37.11715808,29.73740648,65.92846535,24.12666556,45.70909122,149.8459451,321.0793023,337.8936333,180.6510615,371.0812856,54.10167203,48.20909311,100.4567739,30.88636869,27.97165412,19.71986418,29.53558314,67.92009206,128.6022133,181.527315,235.9876254,347.8708015,121.3419921,29.2782134,52.67357945,114.6155998,111.2311984,77.15976083,45.96624976,236.8292935,391.3533155
177,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOLO,329.9352291,195.2135963,296.2800896,44.72687419,30.6723027,49.92375644,83.72903945,31.43951893,21.2414425,20.05247187,221.4061865,222.9727113,319.4396998,300.0379604,220.5494054,48.40653777,72.3966697,38.10129291,30.46274338,67.16608632,24.47206055,45.81180908,150.0081058,321.8964222,341.0246814,182.9915624,375.213325,55.07973871,48.69688754,102.8101613,31.63553342,28.58362109,20.01900802,29.65666432,68.25502637,129.3729287,183.6170272,238.8334155,351.9167778,123.0512956,29.6291212,53.989196,116.9371783,113.2343295,78.00287392,46.06928796,236.7203341,392.1171388
178,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBINANITOMAROSANA,337.0127512,203.1453007,304.4444979,48.42254056,34.31726763,54.19549319,87.76589521,34.17597953,22.78100492,21.16964182,220.991156,226.4712444,326.5434362,308.9546619,228.3330468,52.45512644,79.58218452,41.60708299,32.71420355,71.48442231,26.05602282,46.6277568,151.7234383,324.4544979,348.1201804,190.7600914,384.3415835,59.45534037,53.79201945,110.3888008,33.90930568,31.03515725,21.47084407,30.74312158,70.7839855,133.5336219,190.3546077,247.7976643,361.1409767,129.5290635,33.08388547,58.40629418,122.204051,119.9444375,81.55945758,46.89289676,235.9862057,394.0005478
179,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIDAZA,288.8162026,167.8851043,246.2242431,37.36496937,28.15305833,39.75385311,65.70393763,26.9821087,18.87343319,21.04097464,202.9376257,208.8294882,279.8568485,251.4440701,186.727634,41.07680913,64.68250823,30.30784583,25.27135869,54.71989047,21.29481189,42.98677878,145.5064574,299.5698498,298.6514859,159.3106627,311.4530404,45.82771913,43.18439267,80.10707216,26.02100416,24.26509399,17.84160187,29.9405637,69.56270013,127.0168989,166.5447217,207.2206535,291.0903444,97.29272412,26.68862809,42.21271439,91.60497619,91.47806977,66.87166513,43.26259286,217.0662184,364.3266271
180,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMPANTSONA,274.3547007,158.930195,227.8604145,34.29816104,26.44552062,35.56490517,59.3157937,25.42226432,17.9059039,21.42977575,194.1577898,202.9345474,266.0183368,234.4915528,174.6548749,37.94889263,59.72289824,27.14428158,23.53942968,50.07417836,19.97952026,41.32662255,143.3358618,289.461796,283.6759276,151.6559489,287.7535474,41.97572671,39.81377192,70.71825005,24.14084044,22.74301059,16.94259537,29.86454864,70.45459591,126.4531766,161.3868679,196.6918426,268.7611493,86.49422979,24.85482755,37.40659463,82.53128889,83.27836832,61.98061112,41.60776626,207.5938495,351.3337825
181,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMILANJA,288.3649175,176.3586278,244.741752,41.85750668,30.68377299,42.286628,69.39258753,30.90435061,21.22841507,24.11387353,193.8950946,212.3985206,280.1931501,253.763357,190.9382449,46.20173247,66.22124842,32.86979709,29.19155657,57.92987196,23.35322696,43.35691131,146.8718979,296.5605865,297.5636578,168.5971231,306.1642423,50.85940828,44.91408936,81.74223476,29.84725042,27.6528473,20.07599929,32.40235303,76.24522994,136.7129135,175.4527964,215.8302928,287.7808601,98.81500311,28.84518724,44.23962631,95.68093292,95.04948241,68.84418622,43.6510059,206.480095,356.6783891
182,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMAHAVELONA,347.0345314,212.4359018,316.9865209,52.42001323,36.30962653,57.94757602,94.89590133,37.35967736,24.22776082,21.77425244,223.0737875,230.2165439,336.4607448,321.5978972,238.514785,56.60897185,83.25324169,44.78447764,35.7883355,77.43032556,27.6504091,47.53298529,153.0857552,327.6799204,358.1901117,199.2240954,398.9468063,64.23446013,56.67506991,117.2947625,37.10263905,33.97951949,22.81687435,31.34805689,72.36699998,136.3687487,197.3049365,257.7199442,375.9421997,138.0725355,35.10561933,62.513963,131.7557646,129.5358939,85.22463026,47.79701594,237.8734107,396.7502731
183,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMAHATSINJO,337.3347519,205.0316484,301.9659344,49.17493643,34.7648894,54.51316568,87.7891306,35.15714719,23.46000867,22.122138,217.3105648,226.8172869,327.0640405,308.2422583,228.3517375,53.46053626,79.37073726,41.99631848,33.58301884,71.85580726,26.61177733,46.68296939,152.039797,323.0062498,348.3439254,193.1984185,380.3621685,60.22320067,53.73795454,109.8183826,34.71062109,31.83827315,22.1258609,31.5559044,72.68481,136.2743433,193.6154173,250.0603819,357.561467,127.9806911,33.3637459,58.41977316,121.968082,120.0025109,82.1288966,46.95700522,231.8911356,391.3494189
184,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT FIADANANA NORD,359.2502397,223.9508523,331.8749669,57.15090647,38.78976582,64.37459311,103.1331534,41.64669915,26.2320395,22.51637301,223.885737,234.4363543,348.6067365,336.4133202,251.0837111,61.52392139,87.39612385,50.19176389,39.63859946,84.99052104,29.81501661,48.22540035,154.1000365,330.6531567,370.419201,209.8280742,415.9210155,69.82150229,60.05004991,129.0450997,41.08238592,37.93693581,24.68751339,31.96798565,74.37144207,140.1597546,206.5013102,269.8615945,393.3485388,146.9877048,37.60230104,69.47124446,142.6379474,141.5239167,89.92078929,48.48689419,238.293304,398.7249104
185,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBODIMANGA,361.6904588,228.0787063,337.0224051,60.0854038,42.25757926,68.74884631,108.0786662,44.08213234,27.39430131,23.18094223,223.4821831,234.956514,351.2340494,340.2017701,256.2653786,64.54879314,93.81589681,53.99140909,42.27001996,88.70308764,31.01816386,48.76223366,154.4318711,328.8382355,372.624204,213.6118285,420.8607964,73.213401,64.93172131,136.630132,43.7863618,40.19873526,25.77205449,32.51848716,75.89951627,141.7343212,210.0072121,273.3733598,399.1523006,151.3332001,41.03100993,74.18194803,148.9944252,147.0866921,91.84215359,49.02205993,237.5009557,395.1781752
186,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT FALIARIVO,363.4744078,229.9400019,335.9098755,59.779256,40.99003501,67.0196988,105.7548701,43.70623664,27.32980474,23.53568832,222.2291263,235.8730293,352.9694378,341.5427205,256.1910753,64.4771161,90.76805118,52.53611094,41.71870664,87.21830259,30.83597547,48.54149322,155.3600057,330.2454099,374.572969,215.9811124,419.6879502,72.81564928,62.62154785,132.8106176,43.13722438,39.75485792,25.73403194,32.84934499,76.83940988,143.4781739,212.2338567,276.5128399,397.4424106,149.5001712,39.62966821,72.03225787,145.8479629,144.4658523,91.37452235,48.80919668,236.2670705,397.0444873
187,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANTARAMBAKANA,358.1998136,224.1994568,326.7274425,55.78060435,37.9784775,61.9215283,98.59160632,40.33529216,26.03195075,23.23226565,220.4487531,234.4098266,347.6085372,334.4067992,248.4639708,60.43093943,85.1539835,48.15038859,38.45716088,81.15555429,29.4111169,48.13635686,154.6359389,330.6336764,369.4909748,211.0289828,409.7241882,68.09965139,58.22116284,123.4955559,39.73992097,36.59327927,24.53315474,32.68409796,75.5038154,142.1333971,207.8970054,271.4902089,386.626637,141.6468665,36.55779199,66.39576764,136.4207412,134.8750826,88.72560191,48.41166839,234.7692913,398.882737
188,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT SAHALALONA,372.7083346,238.3075805,344.0973041,63.24150597,42.59090531,68.8888412,109.2618884,46.29471794,28.65573239,24.5197515,221.1008321,238.2699006,362.157305,350.5804951,264.2533727,68.34332826,92.93137027,54.22582382,44.0589693,90.63016685,32.13172064,48.9414464,156.8002068,331.5924755,383.9328551,224.3675348,428.8515731,76.84380402,64.3053353,135.1873496,45.46293298,42.05129752,26.99802602,33.74330286,79.16047926,147.1331078,220.5453092,286.1961252,406.4852317,154.5086322,41.06520936,73.7630036,150.3474872,149.4285935,93.8509961,49.21603105,234.8597244,397.6934738
189,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANDRORANGAVOLA,377.3271078,245.5957014,345.5421742,63.95548493,42.50856944,70.52836581,109.6900079,47.73985969,29.27518689,25.20318561,217.274445,238.6361192,366.8142286,357.5876353,267.3252933,69.41137615,91.5869731,55.60644311,45.23921676,91.57238885,32.59305441,48.41796208,157.1335526,330.7347787,388.6605464,232.1226806,430.0312629,77.56374132,63.35195426,137.095264,46.55057228,43.23645273,27.60959316,34.21899419,80.85338106,149.8701559,226.402307,295.3878284,407.4185483,152.8513571,40.76839188,75.07959569,150.7209991,150.3347606,94.26124349,48.70031367,230.7151278,396.085626
190,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT VOHIMENA,387.5831424,261.6661849,356.1263794,69.77335815,45.97739268,76.03867971,116.0718479,51.42829288,31.68684892,26.46813401,213.6733309,240.9703686,377.2550872,373.8915659,279.2321238,75.92288567,96.18758664,60.49820993,49.97642797,95.09128184,34.88640265,47.93191344,158.7369486,329.8303902,398.8660652,248.3257998,440.8421281,84.21668803,67.00484848,144.9387396,51.23855171,46.49041664,29.91536969,35.04637845,84.85157984,155.5831888,238.5666391,313.6325575,418.5544628,159.4802486,43.91162022,80.42035906,158.7232943,154.6069143,97.92199303,48.21849751,226.4438546,392.9676745
