"","OBJEC","LIB_F","Date","Precipitation"
"433",42,"FKT MALAZAMASINA NORD","p_2014_03",321.5740273
"434",43,"FKT ANTANJOMANGA","p_2014_03",351.7983866
"435",44,"FKT BETAMPONA NORD","p_2014_03",351.8381677
"436",45,"FKT AMBINANINDRANO","p_2014_03",364.5755526
"437",46,"FKT TANAMBAO OUEST","p_2014_03",355.1969938
"438",47,"FKT MANAKANA","p_2014_03",345.8831858
"439",48,"FKT AMPASIMPOTSY","p_2014_03",347.3147609
"440",49,"FKT MAROHARATRA","p_2014_03",362.0075446
"441",50,"FKT SOANIERANA","p_2014_03",363.6655768
"442",51,"FKT MALEMIAMBO","p_2014_03",355.2451538
"443",52,"FKT AMPASIMADINIKAKELY","p_2014_03",346.9441153
"444",53,"FKT AMBALAVOLO","p_2014_03",376.5933803
"445",54,"FKT AMBOHITSARA EST","p_2014_03",385.9458134
"446",55,"FKT ANIVORANO","p_2014_03",385.340144
"447",56,"FKT MAHATSARA","p_2014_03",372.488917
"448",57,"FKT SAHOMBY","p_2014_03",356.2189045
"449",58,"FKT AMBODIMANGA","p_2014_03",387.7285684
"450",59,"FKT AMPASIMADINIKA","p_2014_03",374.1957803
"451",60,"FKT SAHAVATANA","p_2014_03",330.6959427
"452",61,"FKT AMBODIVOANGY","p_2014_03",305.4469981
"453",62,"FKT AMBOHINIHAONANA","p_2014_03",365.1697391
"454",63,"FKT KIANJANOMBY","p_2014_03",334.3894631
"455",64,"FKT AMPITAMBE","p_2014_03",347.9860647
"456",65,"FKT MANDRIVANY","p_2014_03",337.212949
"457",66,"FKT AMBODIPAISO NORD","p_2014_03",343.0124767
"458",67,"FKT AMBODIPAISO SUD","p_2014_03",341.7480713
"459",68,"FKT KELILALINA","p_2014_03",334.0947904
"460",69,"FKT ANDRANOMAINTY","p_2014_03",338.3199789
"461",70,"FKT ANOSY","p_2014_03",328.9976546
"462",71,"FKT FOTSIALANANA","p_2014_03",336.7380683
"463",72,"FKT AMBALADINGANA","p_2014_03",334.2237339
"464",73,"FKT AMBODIARA","p_2014_03",369.1426085
"465",74,"FKT SAHAFITOROKA","p_2014_03",383.7444623
"466",75,"FKT MAROMENA","p_2014_03",376.5400113
"467",76,"FKT ANDRANOFOLAHINA","p_2014_03",353.8900909
"468",77,"FKT AMBORAKA","p_2014_03",364.180605
"469",78,"FKT IFANADIANA","p_2014_03",377.7452834
"470",79,"FKT ANTAFOTENINA","p_2014_03",376.5608398
"471",80,"FKT AMBODIRAFIA II","p_2014_03",371.8904996
"472",81,"FKT FENOARIVO I","p_2014_03",369.517241
"473",82,"FKT AMBINANINDRANOTELO","p_2014_03",345.5346238
"474",83,"FKT ANKABOKA","p_2014_03",343.5010851
"475",84,"FKT AMBIABE I","p_2014_03",360.7133144
"476",85,"FKT ANDRANOMAINTSO","p_2014_03",349.8489489
"477",86,"FKT FIADANANA NORD","p_2014_03",279.8875905
"478",87,"FKT MORARANO","p_2014_03",287.0642399
"479",88,"FKT AMPASIMBOLA I","p_2014_03",314.6965914
"480",89,"FKT SAKAVANANA","p_2014_03",327.4655974
"481",90,"FKT AMBODIARA NORD","p_2014_03",319.5768285
"482",91,"FKT AMBINANISERY","p_2014_03",333.7477383
"483",92,"FKT VOLOBE","p_2014_03",298.7722632
"484",93,"FKT ANTENIMBELONA","p_2014_03",344.2218892
"485",94,"FKT AMBOHINIHAONANA","p_2014_03",341.3700702
"486",95,"FKT MAROVORAKA","p_2014_03",336.7531967
"487",96,"FKT TSARATANANA","p_2014_03",336.2976023
"488",97,"FKT TSARARIVOTRA","p_2014_03",338.6112991
"489",98,"FKT BEFOTAKA","p_2014_03",336.6334229
"490",99,"FKT AMBOHITSARA","p_2014_03",343.2234325
"491",100,"FKT FASINTSARA","p_2014_03",339.4546805
"492",101,"FKT AMBATOMANJAKA","p_2014_03",344.0072612
"493",102,"FKT TSARAKIANJA","p_2014_03",340.3388158
"494",103,"FKT SAHAKONDRO","p_2014_03",340.5652989
"495",104,"FKT MANAKANA SUD","p_2014_03",344.532196
"496",105,"FKT AMBODIARA SUD","p_2014_03",345.2086303
"497",106,"FKT AMPASINAMBO","p_2014_03",284.56157
"498",107,"FKT AMBODIVOANGY","p_2014_03",323.9127192
"499",108,"FKT AMBALAPAISO","p_2014_03",327.4493913
"500",109,"FKT AMPITOMITA","p_2014_03",377.8346113
"501",110,"FKT ANIVORANO","p_2014_03",350.208086
"502",111,"FKT KIANJAVATO","p_2014_03",359.0709725
"503",112,"FKT AMBATOVORY","p_2014_03",380.1077051
"504",113,"FKT ANTSINDRA","p_2014_03",364.7312168
"505",114,"FKT BEFOTAKA","p_2014_03",384.7611295
"506",115,"FKT AMPITABE","p_2014_03",382.8331782
"507",116,"FKT AMBOATROTROKA","p_2014_03",378.9196229
"508",117,"FKT AMBINANIVATOMENA","p_2014_03",379.3865129
"509",118,"FKT AMBODIARA I","p_2014_03",384.7628984
"510",119,"FKT MORAFENO","p_2014_03",383.8373251
"511",120,"FKT BETAMPONA","p_2014_03",385.2200567
"512",121,"FKT ANDRANOMAITSO","p_2014_03",382.7906782
"513",122,"FKT ANTARETRA","p_2014_03",384.6310733
"514",123,"FKT AMBODIROTRA","p_2014_03",376.2645743
"515",124,"FKT ANDONABE","p_2014_03",381.5153427
"516",125,"FKT AMPASIMBE","p_2014_03",381.1145502
"517",126,"FKT ANDRORANGAVOLA","p_2014_03",377.6337695
"518",127,"FKT AMBODIFONTSINA","p_2014_03",365.3450764
"519",128,"FKT AMBALATENINA","p_2014_03",367.5540308
"520",129,"FKT AMBALAFASINA","p_2014_03",358.1037061
"521",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2014_03",358.2240348
"522",131,"FKT NOSIBE SUD","p_2014_03",369.6191577
"523",132,"FKT MANDRIAPOTSY","p_2014_03",367.4455486
"524",133,"FKT AMBALAVAONA","p_2014_03",367.6058983
"525",134,"FKT LAVAKIANJA SUD","p_2014_03",369.2473
"526",135,"FKT AMBODIARA NORD","p_2014_03",371.738841
"527",136,"FKT MAHASOA","p_2014_03",383.2303629
"528",137,"FKT AMBODIRORANGA","p_2014_03",374.3285054
"529",138,"FKT AMBOHIMISAFY","p_2014_03",372.7071905
"530",139,"FKT AMBALATABAKA","p_2014_03",377.9919875
"531",140,"FKT ANIVORANO","p_2014_03",381.2761607
"532",141,"FKT AMPASIMPOTSY","p_2014_03",370.3866183
"533",142,"FKT AMBOHIMIARINA","p_2014_03",326.5648972
"534",143,"FKT MATSITSIRANO","p_2014_03",311.1768194
"535",144,"FKT BETAMPO NORD","p_2014_03",290.664013
"536",145,"FKT ANDRORANGAVOLA SUD","p_2014_03",316.1751522
"537",146,"FKT ANALAMPASINA","p_2014_03",324.3546935
"538",147,"FKT ANALAVORY","p_2014_03",309.1737061
"539",148,"FKT AMBARO","p_2014_03",290.3257533
"540",149,"FKT AMBOHIMALAZA","p_2014_03",330.619968
"541",150,"FKT MANJIRIANA SUD","p_2014_03",314.1398214
"542",151,"FKT MAROSATROKA","p_2014_03",348.8637029
"543",152,"FKT MAROLANANANA","p_2014_03",330.6663449
"544",153,"FKT AMBODIMANGA NORD","p_2014_03",332.1508408
"545",154,"FKT VOHITRARIVO","p_2014_03",337.2641732
"546",155,"FKT SOANIHERENANA NORD","p_2014_03",336.9933364
"547",156,"FKT AMBALAVARY","p_2014_03",337.8235697
"548",157,"FKT FASINTSARA ANDAKANA","p_2014_03",341.1740233
"549",158,"FKT NOSIMBOAHANGY","p_2014_03",344.5320924
"550",159,"FKT AMBALAHERANA","p_2014_03",345.1058825
"551",160,"FKT ANDRORANGAVOLA NORD","p_2014_03",330.1616053
"552",161,"FKT AMBOHIMIRANTY","p_2014_03",332.5822835
"553",162,"FKT MANDROALINA","p_2014_03",333.892257
"554",163,"FKT MORARANO","p_2014_03",339.1466403
"555",164,"FKT AMBOHIMANGA SUD","p_2014_03",337.6209506
"556",165,"FKT SAHAMARANA","p_2014_03",341.1749088
"557",166,"FKT MASOAROVANA","p_2014_03",340.6398936
"558",167,"FKT AMBILANIBE","p_2014_03",351.0036011
"559",168,"FKT AMBODIARA","p_2014_03",335.8312158
"560",169,"FKT AMBODIVOASARY","p_2014_03",333.6061215
"561",170,"FKT AMBATOFANOKONANA","p_2014_03",339.6965085
"562",171,"FKT AMBODIRAFIA","p_2014_03",352.4035415
"563",172,"FKT ANTANJONA","p_2014_03",362.1390165
"564",173,"FKT FALIARIVO","p_2014_03",360.2448248
"565",174,"FKT AMBOHIMIERA","p_2014_03",280.9389677
"566",175,"FKT MAROMANANA","p_2014_03",292.8355644
"567",176,"FKT AMBOLO","p_2014_03",296.2800896
"568",177,"FKT AMBINANITOMAROSANA","p_2014_03",304.4444979
"569",178,"FKT AMBOHIDAZA","p_2014_03",246.2242431
"570",179,"FKT AMPANTSONA","p_2014_03",227.8604145
"571",180,"FKT AMBOHIMILANJA","p_2014_03",244.741752
"572",181,"FKT AMBOHIMAHAVELONA","p_2014_03",316.9865209
"573",182,"FKT AMBOHIMAHATSINJO","p_2014_03",301.9659344
"574",183,"FKT FIADANANA NORD","p_2014_03",331.8749669
"575",184,"FKT AMBODIMANGA","p_2014_03",337.0224051
"576",185,"FKT FALIARIVO","p_2014_03",335.9098755
"577",186,"FKT ANTARAMBAKANA","p_2014_03",326.7274425
"578",187,"FKT SAHALALONA","p_2014_03",344.0973041
"579",188,"FKT ANDRORANGAVOLA","p_2014_03",345.5421742
"580",189,"FKT VOHIMENA","p_2014_03",356.1263794
"581",190,"FKT MANARINONY","p_2014_03",306.3653288
"582",191,"FKT ANDEMAKA NORD","p_2014_03",330.06426
"583",192,"FKT TSINJORANO","p_2014_03",311.9515686
"584",193,"FKT SAHASOMANGANA","p_2014_03",289.1452278
"585",194,"FKT MAROFOTSY","p_2014_03",297.1480145
"586",0,"FKT ANTARALAVA","p_2014_04",72.18103893
"587",1,"FKT SANDRASATY","p_2014_04",66.24026402
"588",2,"FKT AMBOHIMITA","p_2014_04",67.68749272
"589",3,"FKT ANALAMARINA","p_2014_04",70.50221497
"590",4,"FKT AMBALAFATAKANA EST","p_2014_04",71.32755762
"591",5,"FKT AMBALAFARY","p_2014_04",75.00174654
"592",6,"FKT MAROFOTOTRA","p_2014_04",73.11056396
"593",7,"FKT AMBOHIMASINA","p_2014_04",76.60206329
"594",8,"FKT BEFARY","p_2014_04",79.56894261
"595",9,"FKT AMBATOHARANANAKELY","p_2014_04",81.32313099
"596",10,"FKT AMBODIRAFIA EST","p_2014_04",81.00304065
"597",11,"FKT AMBATOHARANANA","p_2014_04",84.26408659
"598",12,"FKT SANDRAKELY","p_2014_04",74.7574607
"599",13,"FKT AMBOHINIHAONANA","p_2014_04",79.17910991
"600",14,"FKT AMBODIMANGA EST","p_2014_04",87.95284873
"601",15,"FKT AMBOHITSARA I","p_2014_04",83.32223245
"602",16,"FKT SAHOFIKA","p_2014_04",83.64967482
"603",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2014_04",70.30628062
"604",18,"FKT TSARATANANA","p_2014_04",78.75442044
"605",19,"FKT AMBODIGOAVY","p_2014_04",78.80062417
"606",20,"FKT AMBODIMANGA OUEST","p_2014_04",72.74216819
"607",21,"FKT VOHITRARIVO","p_2014_04",75.49045436
"608",22,"FKT AMBOHIPO","p_2014_04",67.65775719
"609",23,"FKT RANOMAFANA","p_2014_04",51.45799287
"610",24,"FKT AMBATOLAHY","p_2014_04",44.00674435
"611",25,"FKT TSARAMANDROSO","p_2014_04",60.22133831
"612",26,"FKT VOHIMARINA","p_2014_04",74.32214052
"613",27,"FKT MENARANO","p_2014_04",65.31622399
"614",28,"FKT AMBODIAVIAVY","p_2014_04",68.0162924
"615",29,"FKT AMPASIMPOTSY","p_2014_04",69.80748657
"616",30,"FKT SAHANDRAZANA","p_2014_04",78.28042295
"617",31,"FKT MAROTOKO","p_2014_04",116.434935
"618",32,"FKT AMBALAVIA","p_2014_04",102.3296987
"619",33,"FKT AMBATOMITRATRAKA","p_2014_04",105.5178526
"620",34,"FKT AMBARIJATSY","p_2014_04",104.1465783
"621",35,"FKT AMBOHIMAHAVELONA","p_2014_04",107.6372094
"622",36,"FKT AMBOATROTROKA","p_2014_04",110.6830407
"623",37,"FKT MANDIAFASINA","p_2014_04",109.5061064
"624",38,"FKT AMBODIARA SUD","p_2014_04",106.6269213
"625",39,"FKT MANAMPANDRANA","p_2014_04",110.5849855
"626",40,"FKT KIANJANOMBY","p_2014_04",116.0342556
"627",41,"FKT MALAZAMASINA SUD","p_2014_04",64.83579234
"628",42,"FKT MALAZAMASINA NORD","p_2014_04",46.09731291
"629",43,"FKT ANTANJOMANGA","p_2014_04",50.47804631
"630",44,"FKT BETAMPONA NORD","p_2014_04",50.63067434
"631",45,"FKT AMBINANINDRANO","p_2014_04",54.2652402
"632",46,"FKT TANAMBAO OUEST","p_2014_04",52.76897868
"633",47,"FKT MANAKANA","p_2014_04",49.90749031
"634",48,"FKT AMPASIMPOTSY","p_2014_04",51.63671408
"635",49,"FKT MAROHARATRA","p_2014_04",54.33711532
"636",50,"FKT SOANIERANA","p_2014_04",55.02182233
"637",51,"FKT MALEMIAMBO","p_2014_04",54.96320255
"638",52,"FKT AMPASIMADINIKAKELY","p_2014_04",54.15444365
"639",53,"FKT AMBALAVOLO","p_2014_04",57.48541664
"640",54,"FKT AMBOHITSARA EST","p_2014_04",61.54348753
"641",55,"FKT ANIVORANO","p_2014_04",64.70067914
"642",56,"FKT MAHATSARA","p_2014_04",59.89246418
"643",57,"FKT SAHOMBY","p_2014_04",57.44350412
"644",58,"FKT AMBODIMANGA","p_2014_04",60.90862215
"645",59,"FKT AMPASIMADINIKA","p_2014_04",57.26635537
"646",60,"FKT SAHAVATANA","p_2014_04",82.61740478
"647",61,"FKT AMBODIVOANGY","p_2014_04",63.44288211
"648",62,"FKT AMBOHINIHAONANA","p_2014_04",78.77119946
"649",63,"FKT KIANJANOMBY","p_2014_04",70.626365
"650",64,"FKT AMPITAMBE","p_2014_04",75.85811093
"651",65,"FKT MANDRIVANY","p_2014_04",72.42275778
"652",66,"FKT AMBODIPAISO NORD","p_2014_04",74.57673941
"653",67,"FKT AMBODIPAISO SUD","p_2014_04",77.29011688
"654",68,"FKT KELILALINA","p_2014_04",73.66405264
"655",69,"FKT ANDRANOMAINTY","p_2014_04",76.27766234
"656",70,"FKT ANOSY","p_2014_04",76.83879229
"657",71,"FKT FOTSIALANANA","p_2014_04",81.49962306
"658",72,"FKT AMBALADINGANA","p_2014_04",83.38740818
"659",73,"FKT AMBODIARA","p_2014_04",96.01519786
"660",74,"FKT SAHAFITOROKA","p_2014_04",91.13953857
"661",75,"FKT MAROMENA","p_2014_04",85.91022664
"662",76,"FKT ANDRANOFOLAHINA","p_2014_04",80.53320404
"663",77,"FKT AMBORAKA","p_2014_04",87.19197934
"664",78,"FKT IFANADIANA","p_2014_04",91.6768592
"665",79,"FKT ANTAFOTENINA","p_2014_04",93.13567321
"666",80,"FKT AMBODIRAFIA II","p_2014_04",95.60464945
"667",81,"FKT FENOARIVO I","p_2014_04",97.82094063
"668",82,"FKT AMBINANINDRANOTELO","p_2014_04",91.94121283
"669",83,"FKT ANKABOKA","p_2014_04",86.1814998
"670",84,"FKT AMBIABE I","p_2014_04",92.69957553
"671",85,"FKT ANDRANOMAINTSO","p_2014_04",57.51169165
"672",86,"FKT FIADANANA NORD","p_2014_04",39.12797819
"673",87,"FKT MORARANO","p_2014_04",41.18061028
"674",88,"FKT AMPASIMBOLA I","p_2014_04",44.17705958
"675",89,"FKT SAKAVANANA","p_2014_04",45.54716433
"676",90,"FKT AMBODIARA NORD","p_2014_04",45.40719952
"677",91,"FKT AMBINANISERY","p_2014_04",47.17441222
"678",92,"FKT VOLOBE","p_2014_04",41.11502667
"679",93,"FKT ANTENIMBELONA","p_2014_04",49.18070043
"680",94,"FKT AMBOHINIHAONANA","p_2014_04",48.45481195
"681",95,"FKT MAROVORAKA","p_2014_04",46.51222467
"682",96,"FKT TSARATANANA","p_2014_04",47.04678931
"683",97,"FKT TSARARIVOTRA","p_2014_04",49.05734562
"684",98,"FKT BEFOTAKA","p_2014_04",48.09001541
"685",99,"FKT AMBOHITSARA","p_2014_04",50.40829103
"686",100,"FKT FASINTSARA","p_2014_04",48.70400034
"687",101,"FKT AMBATOMANJAKA","p_2014_04",51.6107029
"688",102,"FKT TSARAKIANJA","p_2014_04",50.59705755
"689",103,"FKT SAHAKONDRO","p_2014_04",51.84016588
"690",104,"FKT MANAKANA SUD","p_2014_04",55.34675598
"691",105,"FKT AMBODIARA SUD","p_2014_04",53.66441707
"692",106,"FKT AMPASINAMBO","p_2014_04",39.18336735
"693",107,"FKT AMBODIVOANGY","p_2014_04",43.32931167
"694",108,"FKT AMBALAPAISO","p_2014_04",45.17275826
"695",109,"FKT AMPITOMITA","p_2014_04",70.51653461
"696",110,"FKT ANIVORANO","p_2014_04",60.70624621
"697",111,"FKT KIANJAVATO","p_2014_04",62.7220427
"698",112,"FKT AMBATOVORY","p_2014_04",65.93893295
"699",113,"FKT ANTSINDRA","p_2014_04",67.6467668
"700",114,"FKT BEFOTAKA","p_2014_04",71.23041784
"701",115,"FKT AMPITABE","p_2014_04",72.57292272
"702",116,"FKT AMBOATROTROKA","p_2014_04",100.0596981
"703",117,"FKT AMBINANIVATOMENA","p_2014_04",74.94245954
"704",118,"FKT AMBODIARA I","p_2014_04",84.07174074
"705",119,"FKT MORAFENO","p_2014_04",90.02503138
"706",120,"FKT BETAMPONA","p_2014_04",84.91912541
"707",121,"FKT ANDRANOMAITSO","p_2014_04",90.73617959
"708",122,"FKT ANTARETRA","p_2014_04",93.75432466
"709",123,"FKT AMBODIROTRA","p_2014_04",96.61573729
"710",124,"FKT ANDONABE","p_2014_04",98.85242112
"711",125,"FKT AMPASIMBE","p_2014_04",101.2592987
"712",126,"FKT ANDRORANGAVOLA","p_2014_04",106.5974248
"713",127,"FKT AMBODIFONTSINA","p_2014_04",99.43115118
"714",128,"FKT AMBALATENINA","p_2014_04",99.2072055
"715",129,"FKT AMBALAFASINA","p_2014_04",98.96227855
"716",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2014_04",99.66857168
"717",131,"FKT NOSIBE SUD","p_2014_04",101.7053687
"718",132,"FKT MANDRIAPOTSY","p_2014_04",100.6710914
"719",133,"FKT AMBALAVAONA","p_2014_04",101.7140874
"720",134,"FKT LAVAKIANJA SUD","p_2014_04",105.2679822
"721",135,"FKT AMBODIARA NORD","p_2014_04",104.1392614
"722",136,"FKT MAHASOA","p_2014_04",103.4120533
"723",137,"FKT AMBODIRORANGA","p_2014_04",105.8137147
"724",138,"FKT AMBOHIMISAFY","p_2014_04",107.0807879
"725",139,"FKT AMBALATABAKA","p_2014_04",108.298372
"726",140,"FKT ANIVORANO","p_2014_04",106.4287986
"727",141,"FKT AMPASIMPOTSY","p_2014_04",103.5075383
"728",142,"FKT AMBOHIMIARINA","p_2014_04",51.78261662
"729",143,"FKT MATSITSIRANO","p_2014_04",43.55558595
"730",144,"FKT BETAMPO NORD","p_2014_04",41.92288414
"731",145,"FKT ANDRORANGAVOLA SUD","p_2014_04",46.3135023
"732",146,"FKT ANALAMPASINA","p_2014_04",47.25605913
"733",147,"FKT ANALAVORY","p_2014_04",46.21072388
"734",148,"FKT AMBARO","p_2014_04",42.70648691
"735",149,"FKT AMBOHIMALAZA","p_2014_04",50.11690372
"736",150,"FKT MANJIRIANA SUD","p_2014_04",48.36635489
"737",151,"FKT MAROSATROKA","p_2014_04",62.43292994
"738",152,"FKT MAROLANANANA","p_2014_04",46.63260354
"739",153,"FKT AMBODIMANGA NORD","p_2014_04",47.95555224
"740",154,"FKT VOHITRARIVO","p_2014_04",49.41806544
"741",155,"FKT SOANIHERENANA NORD","p_2014_04",50.03196479
"742",156,"FKT AMBALAVARY","p_2014_04",51.73917954
"743",157,"FKT FASINTSARA ANDAKANA","p_2014_04",53.00739522
"744",158,"FKT NOSIMBOAHANGY","p_2014_04",57.05887572
"745",159,"FKT AMBALAHERANA","p_2014_04",56.85699546
"746",160,"FKT ANDRORANGAVOLA NORD","p_2014_04",48.90204965
"747",161,"FKT AMBOHIMIRANTY","p_2014_04",50.67269229
"748",162,"FKT MANDROALINA","p_2014_04",52.28013429
"749",163,"FKT MORARANO","p_2014_04",54.70028876
"750",164,"FKT AMBOHIMANGA SUD","p_2014_04",55.11485908
"751",165,"FKT SAHAMARANA","p_2014_04",56.59869948
"752",166,"FKT MASOAROVANA","p_2014_04",57.10623995
"753",167,"FKT AMBILANIBE","p_2014_04",59.53614426
"754",168,"FKT AMBODIARA","p_2014_04",55.08716759
"755",169,"FKT AMBODIVOASARY","p_2014_04",56.13263548
"756",170,"FKT AMBATOFANOKONANA","p_2014_04",59.32365257
"757",171,"FKT AMBODIRAFIA","p_2014_04",61.06726999
"758",172,"FKT ANTANJONA","p_2014_04",67.62644046
"759",173,"FKT FALIARIVO","p_2014_04",65.76529118
"760",174,"FKT AMBOHIMIERA","p_2014_04",50.03810242
"761",175,"FKT MAROMANANA","p_2014_04",43.91067017
"762",176,"FKT AMBOLO","p_2014_04",44.72687419
"763",177,"FKT AMBINANITOMAROSANA","p_2014_04",48.42254056
"764",178,"FKT AMBOHIDAZA","p_2014_04",37.36496937
"765",179,"FKT AMPANTSONA","p_2014_04",34.29816104
"766",180,"FKT AMBOHIMILANJA","p_2014_04",41.85750668
"767",181,"FKT AMBOHIMAHAVELONA","p_2014_04",52.42001323
"768",182,"FKT AMBOHIMAHATSINJO","p_2014_04",49.17493643
"769",183,"FKT FIADANANA NORD","p_2014_04",57.15090647
"770",184,"FKT AMBODIMANGA","p_2014_04",60.0854038
"771",185,"FKT FALIARIVO","p_2014_04",59.779256
"772",186,"FKT ANTARAMBAKANA","p_2014_04",55.78060435
"773",187,"FKT SAHALALONA","p_2014_04",63.24150597
"774",188,"FKT ANDRORANGAVOLA","p_2014_04",63.95548493
"775",189,"FKT VOHIMENA","p_2014_04",69.77335815
"776",190,"FKT MANARINONY","p_2014_04",59.59024638
"777",191,"FKT ANDEMAKA NORD","p_2014_04",59.09593425
"778",192,"FKT TSINJORANO","p_2014_04",57.50214767
"779",193,"FKT SAHASOMANGANA","p_2014_04",55.02481655
"780",194,"FKT MAROFOTSY","p_2014_04",50.6555215
"781",0,"FKT ANTARALAVA","p_2014_05",48.25990332
"782",1,"FKT SANDRASATY","p_2014_05",46.32771035
"783",2,"FKT AMBOHIMITA","p_2014_05",45.00309545
"784",3,"FKT ANALAMARINA","p_2014_05",48.42301221
"785",4,"FKT AMBALAFATAKANA EST","p_2014_05",47.75825574
"786",5,"FKT AMBALAFARY","p_2014_05",49.89460191
"787",6,"FKT MAROFOTOTRA","p_2014_05",50.9681115
"788",7,"FKT AMBOHIMASINA","p_2014_05",51.69568246
"789",8,"FKT BEFARY","p_2014_05",53.24996347
"790",9,"FKT AMBATOHARANANAKELY","p_2014_05",53.92480212
"791",10,"FKT AMBODIRAFIA EST","p_2014_05",54.69977383
"792",11,"FKT AMBATOHARANANA","p_2014_05",56.23456005
"793",12,"FKT SANDRAKELY","p_2014_05",49.2617794
"794",13,"FKT AMBOHINIHAONANA","p_2014_05",53.8164334
"795",14,"FKT AMBODIMANGA EST","p_2014_05",57.59184657
"796",15,"FKT AMBOHITSARA I","p_2014_05",55.41725249
"797",16,"FKT SAHOFIKA","p_2014_05",53.95806242
"798",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2014_05",46.80784735
"799",18,"FKT TSARATANANA","p_2014_05",51.63441745
"800",19,"FKT AMBODIGOAVY","p_2014_05",51.3642553
"801",20,"FKT AMBODIMANGA OUEST","p_2014_05",48.54291074
"802",21,"FKT VOHITRARIVO","p_2014_05",49.83407295
"803",22,"FKT AMBOHIPO","p_2014_05",46.08694094
"804",23,"FKT RANOMAFANA","p_2014_05",35.34473133
"805",24,"FKT AMBATOLAHY","p_2014_05",30.26733597
"806",25,"FKT TSARAMANDROSO","p_2014_05",39.63911617
"807",26,"FKT VOHIMARINA","p_2014_05",49.3283585
"808",27,"FKT MENARANO","p_2014_05",42.97425241
"809",28,"FKT AMBODIAVIAVY","p_2014_05",44.33403255
"810",29,"FKT AMPASIMPOTSY","p_2014_05",46.0222114
"811",30,"FKT SAHANDRAZANA","p_2014_05",50.03441722
"812",31,"FKT MAROTOKO","p_2014_05",73.68164499
"813",32,"FKT AMBALAVIA","p_2014_05",63.24167779
"814",33,"FKT AMBATOMITRATRAKA","p_2014_05",65.45573476
"815",34,"FKT AMBARIJATSY","p_2014_05",63.26186639
"816",35,"FKT AMBOHIMAHAVELONA","p_2014_05",63.015837
"817",36,"FKT AMBOATROTROKA","p_2014_05",66.25480802
"818",37,"FKT MANDIAFASINA","p_2014_05",67.9668382
"819",38,"FKT AMBODIARA SUD","p_2014_05",65.86458939
"820",39,"FKT MANAMPANDRANA","p_2014_05",68.82324168
"821",40,"FKT KIANJANOMBY","p_2014_05",72.01113197
"822",41,"FKT MALAZAMASINA SUD","p_2014_05",50.92765974
"823",42,"FKT MALAZAMASINA NORD","p_2014_05",38.93721057
"824",43,"FKT ANTANJOMANGA","p_2014_05",41.87344041
"825",44,"FKT BETAMPONA NORD","p_2014_05",40.69149108
"826",45,"FKT AMBINANINDRANO","p_2014_05",44.98911126
"827",46,"FKT TANAMBAO OUEST","p_2014_05",41.19946456
"828",47,"FKT MANAKANA","p_2014_05",38.66565826
"829",48,"FKT AMPASIMPOTSY","p_2014_05",39.72256819
"830",49,"FKT MAROHARATRA","p_2014_05",43.29028898
"831",50,"FKT SOANIERANA","p_2014_05",44.49817282
"832",51,"FKT MALEMIAMBO","p_2014_05",44.77216577
"833",52,"FKT AMPASIMADINIKAKELY","p_2014_05",42.68543476
"834",53,"FKT AMBALAVOLO","p_2014_05",47.78580553
"835",54,"FKT AMBOHITSARA EST","p_2014_05",50.39664205
"836",55,"FKT ANIVORANO","p_2014_05",53.82175954
"837",56,"FKT MAHATSARA","p_2014_05",46.98657115
"838",57,"FKT SAHOMBY","p_2014_05",44.92194157
"839",58,"FKT AMBODIMANGA","p_2014_05",50.37141977
"840",59,"FKT AMPASIMADINIKA","p_2014_05",46.47132244
"841",60,"FKT SAHAVATANA","p_2014_05",54.01335822
"842",61,"FKT AMBODIVOANGY","p_2014_05",42.64159614
"843",62,"FKT AMBOHINIHAONANA","p_2014_05",49.97099546
"844",63,"FKT KIANJANOMBY","p_2014_05",46.43585977
"845",64,"FKT AMPITAMBE","p_2014_05",49.67295476
"846",65,"FKT MANDRIVANY","p_2014_05",47.71500336
"847",66,"FKT AMBODIPAISO NORD","p_2014_05",49.54041018
"848",67,"FKT AMBODIPAISO SUD","p_2014_05",50.60062256
"849",68,"FKT KELILALINA","p_2014_05",48.67055685
"850",69,"FKT ANDRANOMAINTY","p_2014_05",49.96255651
"851",70,"FKT ANOSY","p_2014_05",50.85885826
"852",71,"FKT FOTSIALANANA","p_2014_05",53.08321363
"853",72,"FKT AMBALADINGANA","p_2014_05",54.39041331
"854",73,"FKT AMBODIARA","p_2014_05",60.67716465
"855",74,"FKT SAHAFITOROKA","p_2014_05",60.9394837
"856",75,"FKT MAROMENA","p_2014_05",54.23942737
"857",76,"FKT ANDRANOFOLAHINA","p_2014_05",52.24659637
"858",77,"FKT AMBORAKA","p_2014_05",55.72430638
"859",78,"FKT IFANADIANA","p_2014_05",58.91625949
"860",79,"FKT ANTAFOTENINA","p_2014_05",59.7997595
"861",80,"FKT AMBODIRAFIA II","p_2014_05",64.18478708
"862",81,"FKT FENOARIVO I","p_2014_05",61.40954095
"863",82,"FKT AMBINANINDRANOTELO","p_2014_05",58.88393456
"864",83,"FKT ANKABOKA","p_2014_05",55.96966564
