"","OBJEC","LIB_F","Date","Precipitation"
"7822",21,"FKT VOHITRARIVO","p_2017_05",47.26399195
"7823",22,"FKT AMBOHIPO","p_2017_05",43.5037437
"7824",23,"FKT RANOMAFANA","p_2017_05",32.87077596
"7825",24,"FKT AMBATOLAHY","p_2017_05",28.00794657
"7826",25,"FKT TSARAMANDROSO","p_2017_05",37.0662158
"7827",26,"FKT VOHIMARINA","p_2017_05",46.24628463
"7828",27,"FKT MENARANO","p_2017_05",40.0107666
"7829",28,"FKT AMBODIAVIAVY","p_2017_05",41.24196031
"7830",29,"FKT AMPASIMPOTSY","p_2017_05",43.00523777
"7831",30,"FKT SAHANDRAZANA","p_2017_05",47.02893011
"7832",31,"FKT MAROTOKO","p_2017_05",70.67641462
"7833",32,"FKT AMBALAVIA","p_2017_05",60.38209577
"7834",33,"FKT AMBATOMITRATRAKA","p_2017_05",62.54641588
"7835",34,"FKT AMBARIJATSY","p_2017_05",60.45246426
"7836",35,"FKT AMBOHIMAHAVELONA","p_2017_05",60.28126856
"7837",36,"FKT AMBOATROTROKA","p_2017_05",63.433943
"7838",37,"FKT MANDIAFASINA","p_2017_05",65.11233892
"7839",38,"FKT AMBODIARA SUD","p_2017_05",63.19270673
"7840",39,"FKT MANAMPANDRANA","p_2017_05",66.03164366
"7841",40,"FKT KIANJANOMBY","p_2017_05",69.01802046
"7842",41,"FKT MALAZAMASINA SUD","p_2017_05",51.88952515
"7843",42,"FKT MALAZAMASINA NORD","p_2017_05",40.8376517
"7844",43,"FKT ANTANJOMANGA","p_2017_05",43.58846497
"7845",44,"FKT BETAMPONA NORD","p_2017_05",42.09562113
"7846",45,"FKT AMBINANINDRANO","p_2017_05",46.6771279
"7847",46,"FKT TANAMBAO OUEST","p_2017_05",42.33510494
"7848",47,"FKT MANAKANA","p_2017_05",39.81013566
"7849",48,"FKT AMPASIMPOTSY","p_2017_05",40.68778895
"7850",49,"FKT MAROHARATRA","p_2017_05",44.58420406
"7851",50,"FKT SOANIERANA","p_2017_05",45.8661112
"7852",51,"FKT MALEMIAMBO","p_2017_05",45.80648312
"7853",52,"FKT AMPASIMADINIKAKELY","p_2017_05",43.42965926
"7854",53,"FKT AMBALAVOLO","p_2017_05",49.61673109
"7855",54,"FKT AMBOHITSARA EST","p_2017_05",51.77716413
"7856",55,"FKT ANIVORANO","p_2017_05",55.42770215
"7857",56,"FKT MAHATSARA","p_2017_05",47.84115794
"7858",57,"FKT SAHOMBY","p_2017_05",45.39826623
"7859",58,"FKT AMBODIMANGA","p_2017_05",52.20134809
"7860",59,"FKT AMPASIMADINIKA","p_2017_05",47.6892549
"7861",60,"FKT SAHAVATANA","p_2017_05",50.9190482
"7862",61,"FKT AMBODIVOANGY","p_2017_05",40.02584809
"7863",62,"FKT AMBOHINIHAONANA","p_2017_05",47.02046213
"7864",63,"FKT KIANJANOMBY","p_2017_05",43.54414697
"7865",64,"FKT AMPITAMBE","p_2017_05",46.58583169
"7866",65,"FKT MANDRIVANY","p_2017_05",44.69385216
"7867",66,"FKT AMBODIPAISO NORD","p_2017_05",46.41806964
"7868",67,"FKT AMBODIPAISO SUD","p_2017_05",47.5754364
"7869",68,"FKT KELILALINA","p_2017_05",45.57395488
"7870",69,"FKT ANDRANOMAINTY","p_2017_05",46.96111988
"7871",70,"FKT ANOSY","p_2017_05",47.74745634
"7872",71,"FKT FOTSIALANANA","p_2017_05",49.95833214
"7873",72,"FKT AMBALADINGANA","p_2017_05",51.29391866
"7874",73,"FKT AMBODIARA","p_2017_05",57.60662667
"7875",74,"FKT SAHAFITOROKA","p_2017_05",57.8752828
"7876",75,"FKT MAROMENA","p_2017_05",51.11772023
"7877",76,"FKT ANDRANOFOLAHINA","p_2017_05",49.13025288
"7878",77,"FKT AMBORAKA","p_2017_05",52.55959341
"7879",78,"FKT IFANADIANA","p_2017_05",55.71517567
"7880",79,"FKT ANTAFOTENINA","p_2017_05",56.60843921
"7881",80,"FKT AMBODIRAFIA II","p_2017_05",61.05281591
"7882",81,"FKT FENOARIVO I","p_2017_05",58.37401715
"7883",82,"FKT AMBINANINDRANOTELO","p_2017_05",55.80212727
"7884",83,"FKT ANKABOKA","p_2017_05",52.86461526
"7885",84,"FKT AMBIABE I","p_2017_05",55.34468732
"7886",85,"FKT ANDRANOMAINTSO","p_2017_05",45.22722184
"7887",86,"FKT FIADANANA NORD","p_2017_05",33.77857351
"7888",87,"FKT MORARANO","p_2017_05",36.00947095
"7889",88,"FKT AMPASIMBOLA I","p_2017_05",37.39652814
"7890",89,"FKT SAKAVANANA","p_2017_05",37.96151377
"7891",90,"FKT AMBODIARA NORD","p_2017_05",38.76572721
"7892",91,"FKT AMBINANISERY","p_2017_05",39.52083709
"7893",92,"FKT VOLOBE","p_2017_05",34.56198011
"7894",93,"FKT ANTENIMBELONA","p_2017_05",39.09378348
"7895",94,"FKT AMBOHINIHAONANA","p_2017_05",38.09538516
"7896",95,"FKT MAROVORAKA","p_2017_05",35.73694992
"7897",96,"FKT TSARATANANA","p_2017_05",34.97608545
"7898",97,"FKT TSARARIVOTRA","p_2017_05",36.08027031
"7899",98,"FKT BEFOTAKA","p_2017_05",34.95908356
"7900",99,"FKT AMBOHITSARA","p_2017_05",38.85574153
"7901",100,"FKT FASINTSARA","p_2017_05",37.29060626
"7902",101,"FKT AMBATOMANJAKA","p_2017_05",38.9119542
"7903",102,"FKT TSARAKIANJA","p_2017_05",36.44225538
"7904",103,"FKT SAHAKONDRO","p_2017_05",37.35478614
"7905",104,"FKT MANAKANA SUD","p_2017_05",42.39927673
"7906",105,"FKT AMBODIARA SUD","p_2017_05",39.20159233
"7907",106,"FKT AMPASINAMBO","p_2017_05",33.24534428
"7908",107,"FKT AMBODIVOANGY","p_2017_05",33.82583392
"7909",108,"FKT AMBALAPAISO","p_2017_05",37.15876729
"7910",109,"FKT AMPITOMITA","p_2017_05",48.21560528
"7911",110,"FKT ANIVORANO","p_2017_05",46.40085544
"7912",111,"FKT KIANJAVATO","p_2017_05",48.44372233
"7913",112,"FKT AMBATOVORY","p_2017_05",48.93943714
"7914",113,"FKT ANTSINDRA","p_2017_05",48.44291393
"7915",114,"FKT BEFOTAKA","p_2017_05",51.79736467
"7916",115,"FKT AMPITABE","p_2017_05",48.13383761
"7917",116,"FKT AMBOATROTROKA","p_2017_05",62.02683707
"7918",117,"FKT AMBINANIVATOMENA","p_2017_05",45.48426741
"7919",118,"FKT AMBODIARA I","p_2017_05",52.65515081
"7920",119,"FKT MORAFENO","p_2017_05",57.71169376
"7921",120,"FKT BETAMPONA","p_2017_05",53.3442169
"7922",121,"FKT ANDRANOMAITSO","p_2017_05",57.75397481
"7923",122,"FKT ANTARETRA","p_2017_05",58.15899871
"7924",123,"FKT AMBODIROTRA","p_2017_05",61.5700246
"7925",124,"FKT ANDONABE","p_2017_05",60.08855557
"7926",125,"FKT AMPASIMBE","p_2017_05",61.67440087
"7927",126,"FKT ANDRORANGAVOLA","p_2017_05",65.81207451
"7928",127,"FKT AMBODIFONTSINA","p_2017_05",64.22024092
"7929",128,"FKT AMBALATENINA","p_2017_05",58.51802945
"7930",129,"FKT AMBALAFASINA","p_2017_05",58.32403014
"7931",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2017_05",60.39849574
"7932",131,"FKT NOSIBE SUD","p_2017_05",60.69613407
"7933",132,"FKT MANDRIAPOTSY","p_2017_05",60.07482944
"7934",133,"FKT AMBALAVAONA","p_2017_05",61.36829765
"7935",134,"FKT LAVAKIANJA SUD","p_2017_05",61.69016464
"7936",135,"FKT AMBODIARA NORD","p_2017_05",66.47095283
"7937",136,"FKT MAHASOA","p_2017_05",62.16563332
"7938",137,"FKT AMBODIRORANGA","p_2017_05",64.66087379
"7939",138,"FKT AMBOHIMISAFY","p_2017_05",63.16461492
"7940",139,"FKT AMBALATABAKA","p_2017_05",65.34771626
"7941",140,"FKT ANIVORANO","p_2017_05",64.79353357
"7942",141,"FKT AMPASIMPOTSY","p_2017_05",64.13446523
"7943",142,"FKT AMBOHIMIARINA","p_2017_05",34.33592842
"7944",143,"FKT MATSITSIRANO","p_2017_05",29.70716572
"7945",144,"FKT BETAMPO NORD","p_2017_05",29.03821869
"7946",145,"FKT ANDRORANGAVOLA SUD","p_2017_05",30.73262632
"7947",146,"FKT ANALAMPASINA","p_2017_05",31.98744477
"7948",147,"FKT ANALAVORY","p_2017_05",30.67722511
"7949",148,"FKT AMBARO","p_2017_05",29.6647479
"7950",149,"FKT AMBOHIMALAZA","p_2017_05",33.77925954
"7951",150,"FKT MANJIRIANA SUD","p_2017_05",31.81434694
"7952",151,"FKT MAROSATROKA","p_2017_05",43.02267401
"7953",152,"FKT MAROLANANANA","p_2017_05",32.06944906
"7954",153,"FKT AMBODIMANGA NORD","p_2017_05",33.24024323
"7955",154,"FKT VOHITRARIVO","p_2017_05",35.1035252
"7956",155,"FKT SOANIHERENANA NORD","p_2017_05",35.24412556
"7957",156,"FKT AMBALAVARY","p_2017_05",37.99989917
"7958",157,"FKT FASINTSARA ANDAKANA","p_2017_05",39.5068336
"7959",158,"FKT NOSIMBOAHANGY","p_2017_05",42.51900295
"7960",159,"FKT AMBALAHERANA","p_2017_05",41.60162331
"7961",160,"FKT ANDRORANGAVOLA NORD","p_2017_05",34.52549685
"7962",161,"FKT AMBOHIMIRANTY","p_2017_05",34.85711544
"7963",162,"FKT MANDROALINA","p_2017_05",37.06077188
"7964",163,"FKT MORARANO","p_2017_05",39.07864098
"7965",164,"FKT AMBOHIMANGA SUD","p_2017_05",37.39496231
"7966",165,"FKT SAHAMARANA","p_2017_05",39.16399533
"7967",166,"FKT MASOAROVANA","p_2017_05",38.70492466
"7968",167,"FKT AMBILANIBE","p_2017_05",43.6963768
"7969",168,"FKT AMBODIARA","p_2017_05",37.09826081
"7970",169,"FKT AMBODIVOASARY","p_2017_05",37.1154445
"7971",170,"FKT AMBATOFANOKONANA","p_2017_05",40.06415531
"7972",171,"FKT AMBODIRAFIA","p_2017_05",43.51812439
"7973",172,"FKT ANTANJONA","p_2017_05",46.84091695
"7974",173,"FKT FALIARIVO","p_2017_05",46.46179157
"7975",174,"FKT AMBOHIMIERA","p_2017_05",34.02961365
"7976",175,"FKT MAROMANANA","p_2017_05",29.2782134
"7977",176,"FKT AMBOLO","p_2017_05",29.6291212
"7978",177,"FKT AMBINANITOMAROSANA","p_2017_05",33.08388547
"7979",178,"FKT AMBOHIDAZA","p_2017_05",26.68862809
"7980",179,"FKT AMPANTSONA","p_2017_05",24.85482755
"7981",180,"FKT AMBOHIMILANJA","p_2017_05",28.84518724
"7982",181,"FKT AMBOHIMAHAVELONA","p_2017_05",35.10561933
"7983",182,"FKT AMBOHIMAHATSINJO","p_2017_05",33.3637459
"7984",183,"FKT FIADANANA NORD","p_2017_05",37.60230104
"7985",184,"FKT AMBODIMANGA","p_2017_05",41.03100993
"7986",185,"FKT FALIARIVO","p_2017_05",39.62966821
"7987",186,"FKT ANTARAMBAKANA","p_2017_05",36.55779199
"7988",187,"FKT SAHALALONA","p_2017_05",41.06520936
"7989",188,"FKT ANDRORANGAVOLA","p_2017_05",40.76839188
"7990",189,"FKT VOHIMENA","p_2017_05",43.91162022
"7991",190,"FKT MANARINONY","p_2017_05",39.67073013
"7992",191,"FKT ANDEMAKA NORD","p_2017_05",37.74874756
"7993",192,"FKT TSINJORANO","p_2017_05",37.54906082
"7994",193,"FKT SAHASOMANGANA","p_2017_05",36.60509131
"7995",194,"FKT MAROFOTSY","p_2017_05",33.69801628
"7996",0,"FKT ANTARALAVA","p_2017_06",79.56541392
"7997",1,"FKT SANDRASATY","p_2017_06",79.63415566
"7998",2,"FKT AMBOHIMITA","p_2017_06",79.71349127
"7999",3,"FKT ANALAMARINA","p_2017_06",83.26188197
"8000",4,"FKT AMBALAFATAKANA EST","p_2017_06",85.7825999
"8001",5,"FKT AMBALAFARY","p_2017_06",85.79395887
"8002",6,"FKT MAROFOTOTRA","p_2017_06",88.47157192
"8003",7,"FKT AMBOHIMASINA","p_2017_06",89.57063354
"8004",8,"FKT BEFARY","p_2017_06",86.88901886
"8005",9,"FKT AMBATOHARANANAKELY","p_2017_06",85.47901622
"8006",10,"FKT AMBODIRAFIA EST","p_2017_06",92.12604206
"8007",11,"FKT AMBATOHARANANA","p_2017_06",94.01357583
"8008",12,"FKT SANDRAKELY","p_2017_06",85.95244822
"8009",13,"FKT AMBOHINIHAONANA","p_2017_06",91.09836274
"8010",14,"FKT AMBODIMANGA EST","p_2017_06",92.82598175
"8011",15,"FKT AMBOHITSARA I","p_2017_06",91.86748557
"8012",16,"FKT SAHOFIKA","p_2017_06",89.01220313
"8013",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2017_06",77.18640629
"8014",18,"FKT TSARATANANA","p_2017_06",87.80462969
"8015",19,"FKT AMBODIGOAVY","p_2017_06",86.60141352
"8016",20,"FKT AMBODIMANGA OUEST","p_2017_06",81.06003383
"8017",21,"FKT VOHITRARIVO","p_2017_06",83.45260488
"8018",22,"FKT AMBOHIPO","p_2017_06",74.46163838
"8019",23,"FKT RANOMAFANA","p_2017_06",48.00503206
"8020",24,"FKT AMBATOLAHY","p_2017_06",42.05835592
"8021",25,"FKT TSARAMANDROSO","p_2017_06",61.03398716
"8022",26,"FKT VOHIMARINA","p_2017_06",69.86922946
"8023",27,"FKT MENARANO","p_2017_06",64.27029561
"8024",28,"FKT AMBODIAVIAVY","p_2017_06",68.76784691
"8025",29,"FKT AMPASIMPOTSY","p_2017_06",69.74324334
"8026",30,"FKT SAHANDRAZANA","p_2017_06",73.10115066
"8027",31,"FKT MAROTOKO","p_2017_06",98.33428331
"8028",32,"FKT AMBALAVIA","p_2017_06",87.34553653
"8029",33,"FKT AMBATOMITRATRAKA","p_2017_06",88.31586878
"8030",34,"FKT AMBARIJATSY","p_2017_06",87.67358821
"8031",35,"FKT AMBOHIMAHAVELONA","p_2017_06",88.19752433
"8032",36,"FKT AMBOATROTROKA","p_2017_06",91.65251162
"8033",37,"FKT MANDIAFASINA","p_2017_06",94.21986757
"8034",38,"FKT AMBODIARA SUD","p_2017_06",93.07060831
"8035",39,"FKT MANAMPANDRANA","p_2017_06",95.35074518
"8036",40,"FKT KIANJANOMBY","p_2017_06",96.76220412
"8037",41,"FKT MALAZAMASINA SUD","p_2017_06",94.84996125
"8038",42,"FKT MALAZAMASINA NORD","p_2017_06",70.46293082
"8039",43,"FKT ANTANJOMANGA","p_2017_06",79.97519627
"8040",44,"FKT BETAMPONA NORD","p_2017_06",78.9276303
"8041",45,"FKT AMBINANINDRANO","p_2017_06",85.31786062
"8042",46,"FKT TANAMBAO OUEST","p_2017_06",80.93869511
"8043",47,"FKT MANAKANA","p_2017_06",75.88190156
"8044",48,"FKT AMPASIMPOTSY","p_2017_06",78.10876691
"8045",49,"FKT MAROHARATRA","p_2017_06",84.02721422
"8046",50,"FKT SOANIERANA","p_2017_06",85.10074594
"8047",51,"FKT MALEMIAMBO","p_2017_06",82.26555372
"8048",52,"FKT AMPASIMADINIKAKELY","p_2017_06",78.89903151
"8049",53,"FKT AMBALAVOLO","p_2017_06",90.51246055
"8050",54,"FKT AMBOHITSARA EST","p_2017_06",93.03677453
"8051",55,"FKT ANIVORANO","p_2017_06",97.83703746
"8052",56,"FKT MAHATSARA","p_2017_06",87.90215494
"8053",57,"FKT SAHOMBY","p_2017_06",81.39829384
"8054",58,"FKT AMBODIMANGA","p_2017_06",94.53050627
"8055",59,"FKT AMPASIMADINIKA","p_2017_06",87.24232833
"8056",60,"FKT SAHAVATANA","p_2017_06",79.56551358
"8057",61,"FKT AMBODIVOANGY","p_2017_06",67.81231399
"8058",62,"FKT AMBOHINIHAONANA","p_2017_06",86.1426841
"8059",63,"FKT KIANJANOMBY","p_2017_06",77.35246814
"8060",64,"FKT AMPITAMBE","p_2017_06",81.97800446
"8061",65,"FKT MANDRIVANY","p_2017_06",78.1149033
"8062",66,"FKT AMBODIPAISO NORD","p_2017_06",80.50060428
"8063",67,"FKT AMBODIPAISO SUD","p_2017_06",81.36976166
"8064",68,"FKT KELILALINA","p_2017_06",77.60388282
"8065",69,"FKT ANDRANOMAINTY","p_2017_06",80.32121987
"8066",70,"FKT ANOSY","p_2017_06",77.44187462
"8067",71,"FKT FOTSIALANANA","p_2017_06",81.03649217
"8068",72,"FKT AMBALADINGANA","p_2017_06",80.8719154
"8069",73,"FKT AMBODIARA","p_2017_06",92.43826546
"8070",74,"FKT SAHAFITOROKA","p_2017_06",93.57172929
"8071",75,"FKT MAROMENA","p_2017_06",90.84624849
"8072",76,"FKT ANDRANOFOLAHINA","p_2017_06",84.87559013
"8073",77,"FKT AMBORAKA","p_2017_06",89.08023396
"8074",78,"FKT IFANADIANA","p_2017_06",93.54698705
"8075",79,"FKT ANTAFOTENINA","p_2017_06",93.84209818
"8076",80,"FKT AMBODIRAFIA II","p_2017_06",95.21908056
"8077",81,"FKT FENOARIVO I","p_2017_06",92.39494782
"8078",82,"FKT AMBINANINDRANOTELO","p_2017_06",85.42306173
"8079",83,"FKT ANKABOKA","p_2017_06",84.35604904
"8080",84,"FKT AMBIABE I","p_2017_06",89.93730615
"8081",85,"FKT ANDRANOMAINTSO","p_2017_06",79.37036746
"8082",86,"FKT FIADANANA NORD","p_2017_06",55.41180577
"8083",87,"FKT MORARANO","p_2017_06",58.9187179
"8084",88,"FKT AMPASIMBOLA I","p_2017_06",65.04831294
"8085",89,"FKT SAKAVANANA","p_2017_06",68.72048732
"8086",90,"FKT AMBODIARA NORD","p_2017_06",67.19881615
"8087",91,"FKT AMBINANISERY","p_2017_06",70.96994627
"8088",92,"FKT VOLOBE","p_2017_06",58.45423942
"8089",93,"FKT ANTENIMBELONA","p_2017_06",74.46617042
"8090",94,"FKT AMBOHINIHAONANA","p_2017_06",72.6182812
"8091",95,"FKT MAROVORAKA","p_2017_06",69.28098965
"8092",96,"FKT TSARATANANA","p_2017_06",68.44573593
"8093",97,"FKT TSARARIVOTRA","p_2017_06",70.13425591
"8094",98,"FKT BEFOTAKA","p_2017_06",68.37659454
"8095",99,"FKT AMBOHITSARA","p_2017_06",74.57964557
"8096",100,"FKT FASINTSARA","p_2017_06",71.3975331
"8097",101,"FKT AMBATOMANJAKA","p_2017_06",74.89141202
"8098",102,"FKT TSARAKIANJA","p_2017_06",71.2752127
"8099",103,"FKT SAHAKONDRO","p_2017_06",71.7496611
"8100",104,"FKT MANAKANA SUD","p_2017_06",75.52992249
"8101",105,"FKT AMBODIARA SUD","p_2017_06",74.82703129
"8102",106,"FKT AMPASINAMBO","p_2017_06",55.16055917
"8103",107,"FKT AMBODIVOANGY","p_2017_06",63.64662457
"8104",108,"FKT AMBALAPAISO","p_2017_06",68.04918977
"8105",109,"FKT AMPITOMITA","p_2017_06",88.44893908
"8106",110,"FKT ANIVORANO","p_2017_06",78.94773108
"8107",111,"FKT KIANJAVATO","p_2017_06",84.97866162
"8108",112,"FKT AMBATOVORY","p_2017_06",88.42896446
"8109",113,"FKT ANTSINDRA","p_2017_06",86.04136119
"8110",114,"FKT BEFOTAKA","p_2017_06",92.01864503
"8111",115,"FKT AMPITABE","p_2017_06",88.13988703
"8112",116,"FKT AMBOATROTROKA","p_2017_06",95.54594199
"8113",117,"FKT AMBINANIVATOMENA","p_2017_06",75.64566998
"8114",118,"FKT AMBODIARA I","p_2017_06",84.6130907
"8115",119,"FKT MORAFENO","p_2017_06",91.96172169
"8116",120,"FKT BETAMPONA","p_2017_06",84.82974821
"8117",121,"FKT ANDRANOMAITSO","p_2017_06",90.78253059
"8118",122,"FKT ANTARETRA","p_2017_06",91.84078568
"8119",123,"FKT AMBODIROTRA","p_2017_06",95.59878286
"8120",124,"FKT ANDONABE","p_2017_06",96.36873689
"8121",125,"FKT AMPASIMBE","p_2017_06",93.26050719
"8122",126,"FKT ANDRORANGAVOLA","p_2017_06",95.03672196
"8123",127,"FKT AMBODIFONTSINA","p_2017_06",95.87903536
"8124",128,"FKT AMBALATENINA","p_2017_06",91.55189382
"8125",129,"FKT AMBALAFASINA","p_2017_06",89.25670217
"8126",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2017_06",87.96796797
"8127",131,"FKT NOSIBE SUD","p_2017_06",91.2586822
"8128",132,"FKT MANDRIAPOTSY","p_2017_06",89.28257594
"8129",133,"FKT AMBALAVAONA","p_2017_06",89.18011983
"8130",134,"FKT LAVAKIANJA SUD","p_2017_06",89.43459464
"8131",135,"FKT AMBODIARA NORD","p_2017_06",97.70382782
"8132",136,"FKT MAHASOA","p_2017_06",92.31441723
"8133",137,"FKT AMBODIRORANGA","p_2017_06",92.99888722
"8134",138,"FKT AMBOHIMISAFY","p_2017_06",91.64119672
"8135",139,"FKT AMBALATABAKA","p_2017_06",94.38487925
"8136",140,"FKT ANIVORANO","p_2017_06",94.25250491
"8137",141,"FKT AMPASIMPOTSY","p_2017_06",95.27011356
"8138",142,"FKT AMBOHIMIARINA","p_2017_06",64.52669207
"8139",143,"FKT MATSITSIRANO","p_2017_06",57.85196753
"8140",144,"FKT BETAMPO NORD","p_2017_06",51.66525523
"8141",145,"FKT ANDRORANGAVOLA SUD","p_2017_06",58.68069721
"8142",146,"FKT ANALAMPASINA","p_2017_06",61.75865394
"8143",147,"FKT ANALAVORY","p_2017_06",58.19467926
"8144",148,"FKT AMBARO","p_2017_06",50.91813151
"8145",149,"FKT AMBOHIMALAZA","p_2017_06",63.943942
"8146",150,"FKT MANJIRIANA SUD","p_2017_06",60.18044776
"8147",151,"FKT MAROSATROKA","p_2017_06",77.50987655
"8148",152,"FKT MAROLANANANA","p_2017_06",64.88621095
"8149",153,"FKT AMBODIMANGA NORD","p_2017_06",66.24243518
"8150",154,"FKT VOHITRARIVO","p_2017_06",69.12971836
"8151",155,"FKT SOANIHERENANA NORD","p_2017_06",69.24667414
"8152",156,"FKT AMBALAVARY","p_2017_06",70.1898876
"8153",157,"FKT FASINTSARA ANDAKANA","p_2017_06",72.41450268
"8154",158,"FKT NOSIMBOAHANGY","p_2017_06",74.77053205
"8155",159,"FKT AMBALAHERANA","p_2017_06",73.88688615
"8156",160,"FKT ANDRORANGAVOLA NORD","p_2017_06",65.05741916
"8157",161,"FKT AMBOHIMIRANTY","p_2017_06",65.33662888
"8158",162,"FKT MANDROALINA","p_2017_06",67.55598122
"8159",163,"FKT MORARANO","p_2017_06",70.51894536
"8160",164,"FKT AMBOHIMANGA SUD","p_2017_06",69.15733349
"8161",165,"FKT SAHAMARANA","p_2017_06",71.26106692
"8162",166,"FKT MASOAROVANA","p_2017_06",71.21807048
"8163",167,"FKT AMBILANIBE","p_2017_06",76.15504456
"8164",168,"FKT AMBODIARA","p_2017_06",68.57082104
"8165",169,"FKT AMBODIVOASARY","p_2017_06",69.3154646
"8166",170,"FKT AMBATOFANOKONANA","p_2017_06",73.3270026
"8167",171,"FKT AMBODIRAFIA","p_2017_06",77.15465057
"8168",172,"FKT ANTANJONA","p_2017_06",82.94181001
"8169",173,"FKT FALIARIVO","p_2017_06",81.48118816
"8170",174,"FKT AMBOHIMIERA","p_2017_06",55.07527942
"8171",175,"FKT MAROMANANA","p_2017_06",52.67357945
"8172",176,"FKT AMBOLO","p_2017_06",53.989196
"8173",177,"FKT AMBINANITOMAROSANA","p_2017_06",58.40629418
"8174",178,"FKT AMBOHIDAZA","p_2017_06",42.21271439
"8175",179,"FKT AMPANTSONA","p_2017_06",37.40659463
"8176",180,"FKT AMBOHIMILANJA","p_2017_06",44.23962631
"8177",181,"FKT AMBOHIMAHAVELONA","p_2017_06",62.513963
"8178",182,"FKT AMBOHIMAHATSINJO","p_2017_06",58.41977316
"8179",183,"FKT FIADANANA NORD","p_2017_06",69.47124446
"8180",184,"FKT AMBODIMANGA","p_2017_06",74.18194803
"8181",185,"FKT FALIARIVO","p_2017_06",72.03225787
"8182",186,"FKT ANTARAMBAKANA","p_2017_06",66.39576764
"8183",187,"FKT SAHALALONA","p_2017_06",73.7630036
"8184",188,"FKT ANDRORANGAVOLA","p_2017_06",75.07959569
"8185",189,"FKT VOHIMENA","p_2017_06",80.42035906
"8186",190,"FKT MANARINONY","p_2017_06",66.98273084
"8187",191,"FKT ANDEMAKA NORD","p_2017_06",69.23535976
"8188",192,"FKT TSINJORANO","p_2017_06",64.39480591
"8189",193,"FKT SAHASOMANGANA","p_2017_06",60.21411884
"8190",194,"FKT MAROFOTSY","p_2017_06",57.91726367
"8191",0,"FKT ANTARALAVA","p_2017_07",151.9554101
"8192",1,"FKT SANDRASATY","p_2017_07",161.3530923
"8193",2,"FKT AMBOHIMITA","p_2017_07",158.9616311
"8194",3,"FKT ANALAMARINA","p_2017_07",167.1833448
"8195",4,"FKT AMBALAFATAKANA EST","p_2017_07",183.7139544
"8196",5,"FKT AMBALAFARY","p_2017_07",181.9779637
"8197",6,"FKT MAROFOTOTRA","p_2017_07",177.8702189
"8198",7,"FKT AMBOHIMASINA","p_2017_07",183.85379
"8199",8,"FKT BEFARY","p_2017_07",181.6503335
"8200",9,"FKT AMBATOHARANANAKELY","p_2017_07",177.7431468
"8201",10,"FKT AMBODIRAFIA EST","p_2017_07",182.9484228
"8202",11,"FKT AMBATOHARANANA","p_2017_07",180.0194685
"8203",12,"FKT SANDRAKELY","p_2017_07",166.6680167
"8204",13,"FKT AMBOHINIHAONANA","p_2017_07",173.6023438
"8205",14,"FKT AMBODIMANGA EST","p_2017_07",175.2906053
"8206",15,"FKT AMBOHITSARA I","p_2017_07",172.9243565
"8207",16,"FKT SAHOFIKA","p_2017_07",166.3209165
"8208",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2017_07",146.2907696
"8209",18,"FKT TSARATANANA","p_2017_07",167.4771593
"8210",19,"FKT AMBODIGOAVY","p_2017_07",164.9205215
"8211",20,"FKT AMBODIMANGA OUEST","p_2017_07",158.4049227
"8212",21,"FKT VOHITRARIVO","p_2017_07",161.2015385
"8213",22,"FKT AMBOHIPO","p_2017_07",143.6617305
"8214",23,"FKT RANOMAFANA","p_2017_07",98.2173339
"8215",24,"FKT AMBATOLAHY","p_2017_07",91.94611688
"8216",25,"FKT TSARAMANDROSO","p_2017_07",121.4168938
"8217",26,"FKT VOHIMARINA","p_2017_07",122.2851298
"8218",27,"FKT MENARANO","p_2017_07",120.0954242
"8219",28,"FKT AMBODIAVIAVY","p_2017_07",127.7958136
"8220",29,"FKT AMPASIMPOTSY","p_2017_07",126.5592209
"8221",30,"FKT SAHANDRAZANA","p_2017_07",123.3087522
"8222",31,"FKT MAROTOKO","p_2017_07",149.1040926
"8223",32,"FKT AMBALAVIA","p_2017_07",135.4638982
"8224",33,"FKT AMBATOMITRATRAKA","p_2017_07",130.3226265
"8225",34,"FKT AMBARIJATSY","p_2017_07",134.1917635
"8226",35,"FKT AMBOHIMAHAVELONA","p_2017_07",131.7317069
"8227",36,"FKT AMBOATROTROKA","p_2017_07",137.4618138
"8228",37,"FKT MANDIAFASINA","p_2017_07",150.0342241
"8229",38,"FKT AMBODIARA SUD","p_2017_07",157.1034723
"8230",39,"FKT MANAMPANDRANA","p_2017_07",154.2208132
"8231",40,"FKT KIANJANOMBY","p_2017_07",144.688876
"8232",41,"FKT MALAZAMASINA SUD","p_2017_07",200.5222076
"8233",42,"FKT MALAZAMASINA NORD","p_2017_07",148.2804765
"8234",43,"FKT ANTANJOMANGA","p_2017_07",171.5527807
"8235",44,"FKT BETAMPONA NORD","p_2017_07",170.9691453
"8236",45,"FKT AMBINANINDRANO","p_2017_07",186.3584701
"8237",46,"FKT TANAMBAO OUEST","p_2017_07",177.422955
"8238",47,"FKT MANAKANA","p_2017_07",164.9644642
"8239",48,"FKT AMPASIMPOTSY","p_2017_07",170.0682618
